# Provenance:
#   Script: /media/drn2/External/TARA-Oceans/MANUSCRIPT/.wt_ralph58/task2/scripts/pnps_analysis/download_uniprot_pfam_20260530_202800.py
#   Source: UniProt REST API (organism_id:3055, all proteins)
#   Date: 2026-05-30 20:31:01
#   Total entries: 19802
Entry	Gene Names	Pfam
A0A2K3D412	CHLRE_12g520000v5	PF00023;PF12796;
A0A2K3D413	CHLRE_12g520300v5	
A0A2K3D424	CHLRE_12g521050v5	
A0A2K3D434	CHLRE_12g521500v5	
A0A2K3D436	CHLRE_12g521400v5	PF07685;
A0A2K3D437	CHLRE_12g521100v5	
A0A2K3D441	CHLRE_12g520700v5	
A0A2K3D442	CHLRE_12g522000v5	
A0A2K3D444	CHLRE_12g521336v5	
A0A2K3D445	CHLRE_12g521950v5	PF13593;
A0A2K3D446	CHLRE_12g521900v5	
A0A2K3D447	CHLRE_12g521550v5	PF00630;PF02493;
A0A2K3D451	CHLRE_12g520900v5	
A0A2K3D452	CHLRE_12g522150v5	
A0A2K3D455	CHLRE_12g521800v5	
A0A2K3D456	CHLRE_12g522400v5	PF13921;PF00249;
A0A2K3D457	CHLRE_12g522000v5	
A0A2K3D459	CHLRE_12g522050v5	PF05193;
A0A2K3D460	CHLRE_12g521650v5	PF03982;PF12146;
A0A2K3D462	CHLRE_12g522626v5	
A0A2K3D465	CHLRE_12g522800v5	
A0A2K3D471	CHLRE_12g521851v5	PF04982;
A0A2K3D473	CHLRE_12g522700v5	
A0A2K3D474	CHLRE_12g523276v5	
A0A2K3D478	CHLRE_12g523000v5	PF00642;
A0A2K3D479	CHLRE_12g522200v5	
A0A2K3D483	CHLRE_12g523650v5	PF00856;
A0A2K3D484	CHLRE_12g523340v5	
A0A2K3D487	CHLRE_12g523320v5	
A0A2K3D488	CHLRE_12g522650v5	PF04488;
A0A2K3D489	CHLRE_12g523700v5	
A0A2K3D490	CHLRE_12g523026v5	
A0A2K3D491	CHLRE_12g522750v5	PF05686;
A0A2K3D493	CHLRE_12g523832v5	
A0A2K3D494	CHLRE_12g524050v5	
A0A2K3D497	CHLRE_12g523800v5	
A0A2K3D498	CHLRE_12g523750v5	
A0A2K3D4A1	CHLRE_12g523340v5	
A0A2K3D4A2	CHLRE_12g524250v5	
A0A2K3D4A3	CHLRE_12g524500v5	PF09273;
A0A2K3D4A4	CHLRE_12g523900v5	PF08241;
A0A2K3D4A5	CHLRE_12g524550v5	PF10294;
A0A2K3D4A7	CHLRE_12g523550v5	PF13649;
A0A2K3D4A9	CHLRE_12g523400v5	
A0A2K3D4B0	CHLRE_12g524450v5	PF00102;
A0A2K3D4B1	CHLRE_12g523816v5	PF04755;
A0A2K3D4B8	CHLRE_12g523950v5	PF21904;PF06814;
A0A2K3D4C1	CHLRE_12g524850v5	
A0A2K3D4C2	CHLRE_12g524800v5	
A0A2K3D4C3	CHLRE_12g525150v5	
A0A2K3D4C6	CHLRE_12g524900v5	PF13516;
A0A2K3D4C8	CHLRE_12g524400v5	PF02209;
A0A2K3D4D1	CHLRE_12g525350v5	
A0A2K3D4D3	CHLRE_12g524750v5	PF02661;
A0A2K3D4D7	CHLRE_12g524850v5	
A0A2K3D4D8	CHLRE_12g525000v5	
A0A2K3D4D9	CHLRE_12g525802v5	
A0A2K3D4E0	CHLRE_12g525450v5	
A0A2K3D4E2	CHLRE_12g525827v5	
A0A2K3D4E4	CHLRE_12g525990v5
A0A2K3D4E5	CHLRE_12g525550v5	PF00149;
A0A2K3D4E6	CHLRE_12g525850v5	
A0A2K3D4E9	CHLRE_12g526071v5 CHLRE_12g526500v5	
A0A2K3D4F0	CHLRE_12g525850v5	
A0A2K3D4F2	CHLRE_12g526051v5	PF00069;
A0A2K3D4F3	CHLRE_12g525900v5	
A0A2K3D4F4	CHLRE_12g526111v5	
A0A2K3D4F7	CHLRE_12g526091v5	
A0A2K3D4F9	CHLRE_12g526201v5 CHLRE_12g526339v5	
A0A2K3D4G2	CHLRE_12g526264v5	
A0A2K3D4G3	CHLRE_12g526131v5	
A0A2K3D4G6	CHLRE_12g526388v5	
A0A2K3D4G7	CHLRE_12g526010v5	
A0A2K3D4G9	CHLRE_12g526230v5	
A0A2K3D4H0	CHLRE_12g526210v5	
A0A2K3D4H1	CHLRE_12g526240v5	
A0A2K3D4H2	CHLRE_12g526250v5	PF00069;
A0A2K3D4H6	CHLRE_12g526000v5	
A0A2K3D4H9	CHLRE_12g526427v5	
A0A2K3D4I2	CHLRE_12g526383v5	
A0A2K3D4I7	CHLRE_12g526220v5	
A0A2K3D4J3	CHLRE_12g527150v5	PF09234;
A0A2K3D4J8	CHLRE_12g527500v5	PF08513;PF00400;
A0A2K3D4J9	CHLRE_12g527350v5	
A0A2K3D4K1	CHLRE_12g527200v5	
A0A2K3D4K4	CHLRE_12g527650v5	
A0A2K3D4K8	CHLRE_12g526883v5	PF12906;
A0A2K3D4L2	CHLRE_12g528050v5	
A0A2K3D4L3	CHLRE_12g527950v5	PF04101;PF03033;
A0A2K3D4L7	CHLRE_12g528350v5	PF25390;
A0A2K3D4L8	CHLRE_12g528250v5	
A0A2K3D4M4	CHLRE_12g528614v5	
A0A2K3D4M5	CHLRE_12g527918v5	
A0A2K3D4M8	CHLRE_12g528650v5	
A0A2K3D4M9	CHLRE_12g528600v5	PF07282;
A0A2K3D4N3	CHLRE_12g528926v5	
A0A2K3D4N7	CHLRE_12g529050v5	
A0A2K3D4P0	CHLRE_12g529000v5	
A0A2K3D4P1	CHLRE_12g529450v5	PF00350;
A0A2K3D4P3	CHLRE_12g529450v5	PF00350;
A0A2K3D4P6	CHLRE_12g529376v5	
A0A2K3D4P7	CHLRE_12g529350v5	PF08241;
A0A2K3D4P9	CHLRE_12g529301v5	PF00501;
A0A2K3D4Q3	CHLRE_12g529450v5	PF00350;
A0A2K3D4Q4	CHLRE_12g529651v5	PF01248;
A0A2K3D4Q5	CHLRE_12g529751v5	
A0A2K3D4Q7	CHLRE_12g530250v5	
A0A2K3D4Q8	CHLRE_12g529700v5	
A0A2K3D4R0	CHLRE_12g529725v5	
A0A2K3D4R4	CHLRE_12g530200v5	
A0A2K3D4R5	CHLRE_12g530050v5	PF23754;PF22669;
A0A2K3D4R6	CHLRE_12g529800v5	PF13516;
A0A2K3D4R8	CHLRE_12g530100v5	PF02681;
A0A2K3D4S0	CHLRE_12g530350v5	PF02535;
A0A2K3D4S3	CHLRE_12g530550v5	PF00781;
A0A2K3D4T0	CHLRE_12g530800v5	PF11911;
A0A2K3D4T2	CHLRE_12g530850v5	
A0A2K3D4T3	CHLRE_12g530876v5	
A0A2K3D4T5	CHLRE_12g530850v5	
A0A2K3D4T6	CHLRE_12g530750v5	
A0A2K3D4T7	CHLRE_12g531350v5	PF10497;
A0A2K3D4T9	CHLRE_12g530850v5	
A0A2K3D4U0	CHLRE_12g531250v5	PF01494;
A0A2K3D4U6	CHLRE_12g531850v5	
A0A2K3D4V0	CHLRE_12g531283v5	
A0A2K3D4V1	CHLRE_12g531283v5	
A0A2K3D4V2	CHLRE_12g531500v5	PF14580;
A0A2K3D4V5	CHLRE_12g531600v5	PF11735;
A0A2K3D4V6	CHLRE_12g531651v5	
A0A2K3D4V7	CHLRE_12g532300v5	
A0A2K3D4V9	CHLRE_12g532000v5	PF04359;
A0A2K3D4W3	CHLRE_12g532100v5	
A0A2K3D4W4	CHLRE_12g532050v5	PF12796;PF00069;PF04564;
A0A2K3D4W6	CHLRE_12g531750v5	PF05686;
A0A2K3D4W7	CHLRE_12g532250v5	PF00027;
A0A2K3D4W8	CHLRE_12g532400v5 CHLRE_16g650850v5	
A0A2K3D4W9	CHLRE_12g531900v5	PF01613;PF00258;
A0A2K3D4X4	CHLRE_12g532350v5	PF00520;
A0A2K3D4X6	CHLRE_12g532327v5	
A0A2K3D4X8	CHLRE_12g532867v5	
A0A2K3D4X9	CHLRE_12g532950v5	PF00060;
A0A2K3D4Y0	CHLRE_12g532314v5	
A0A2K3D4Y3	CHLRE_12g532800v5	
A0A2K3D4Y4	CHLRE_12g532600v5	PF00566;
A0A2K3D4Y5	CHLRE_12g533100v5	PF07452;
A0A2K3D4Y6	CHLRE_12g532850v5	
A0A2K3D4Z0	CHLRE_12g533400v5	PF10260;
A0A2K3D4Z1	CHLRE_12g533426v5	
A0A2K3D4Z2	CHLRE_12g533201v5	
A0A2K3D4Z7	CHLRE_12g533900v5	PF14703;
A0A2K3D500	CHLRE_12g533850v5	
A0A2K3D503	CHLRE_12g533450v5	
A0A2K3D504	CHLRE_12g533700v5	
A0A2K3D505	CHLRE_12g533650v5	PF03798;
A0A2K3D506	CHLRE_12g534050v5	
A0A2K3D507	CHLRE_12g534302v5	
A0A2K3D508	CHLRE_12g533950v5	PF02361;
A0A2K3D510	CHLRE_12g533600v5	PF05903;
A0A2K3D512	CHLRE_12g534300v5	
A0A2K3D513	CHLRE_12g534500v5	PF07086;
A0A2K3D515	CHLRE_12g534000v5	
A0A2K3D516	CHLRE_12g534400v5	
A0A2K3D517	CHLRE_12g534750v5	
A0A2K3D519	CHLRE_12g534200v5	
A0A2K3D521	CHLRE_12g534700v5	PF00254;
A0A2K3D522	CHLRE_12g534576v5	
A0A2K3D523	CHLRE_12g534100v5	PF06203;
A0A2K3D525	CHLRE_12g534850v5	
A0A2K3D527	CHLRE_12g534980v5	
A0A2K3D528	CHLRE_12g535019v5	
A0A2K3D529	CHLRE_12g534930v5	
A0A2K3D530	CHLRE_12g534900v5	
A0A2K3D531	CHLRE_12g534961v5	
A0A2K3D532	CHLRE_12g534980v5	
A0A2K3D534	CHLRE_12g534876v5	
A0A2K3D536	CHLRE_12g534945v5	
A0A2K3D537	CHLRE_12g535400v5	
A0A2K3D539	CHLRE_12g534915v5	
A0A2K3D540	CHLRE_12g535350v5	
A0A2K3D541	CHLRE_12g535250v5	
A0A2K3D542	CHLRE_12g535100v5	PF00069;
A0A2K3D543	CHLRE_12g535450v5	
A0A2K3D544	CHLRE_12g535300v5	
A0A2K3D545	CHLRE_12g535150v5	
A0A2K3D546	CHLRE_12g535201v5	
A0A2K3D548	CHLRE_12g535750v5	PF00795;
A0A2K3D550	CHLRE_12g535476v5	
A0A2K3D551	CHLRE_12g535500v5	
A0A2K3D552	CHLRE_12g535851v5	PF03947;PF00181;
A0A2K3D555	CHLRE_12g535550v5	PF12146;
A0A2K3D556	CHLRE_12g535600v5	PF00226;
A0A2K3D558	CHLRE_12g536251v5	
A0A2K3D559	CHLRE_12g536301v5	
A0A2K3D561	CHLRE_12g536150v5	
A0A2K3D562	CHLRE_12g536350v5	
A0A2K3D563	CHLRE_12g536412v5	
A0A2K3D564	CHLRE_12g536200v5	
A0A2K3D565	CHLRE_12g536100v5	PF22611;
A0A2K3D567	CHLRE_12g536683v5	
A0A2K3D569	CHLRE_12g536425v5	
A0A2K3D570	CHLRE_12g536650v5	
A0A2K3D571	CHLRE_12g536450v5	
A0A2K3D572	CHLRE_12g536716v5	
A0A2K3D573	CHLRE_12g536750v5	
A0A2K3D575	CHLRE_12g536500v5	
A0A2K3D578	CHLRE_12g536950v5	
A0A2K3D580	CHLRE_12g536776v5	
A0A2K3D582	CHLRE_12g537150v5	
A0A2K3D584	CHLRE_12g536900v5	PF02492;PF07683;
A0A2K3D586	CHLRE_12g536850v5	PF23209;
A0A2K3D588	CHLRE_12g537550v5	PF00515;PF13432;
A0A2K3D590	CHLRE_12g537226v5	
A0A2K3D591	CHLRE_12g537450v5	
A0A2K3D592	CHLRE_12g537250v5	
A0A2K3D594	CHLRE_12g537350v5	
A0A2K3D595	CHLRE_12g537371v5	
A0A2K3D596	CHLRE_12g537300v5	
A0A2K3D598	CHLRE_12g537800v5	PF00327;PF08079;
A0A2K3D599	CHLRE_12g537611v5	
A0A2K3D5A1	CHLRE_12g537900v5	PF11927;
A0A2K3D5A2	CHLRE_12g537950v5	
A0A2K3D5A3	CHLRE_12g537700v5	PF21125;
A0A2K3D5A6	CHLRE_12g537750v5	PF12068;PF00566;
A0A2K3D5A7	CHLRE_12g538050v5	PF07004;
A0A2K3D5A8	CHLRE_12g538000v5	
A0A2K3D5B2	CHLRE_12g538376v5	
A0A2K3D5B3	CHLRE_12g538200v5	PF03959;PF01926;PF05773;PF08438;
A0A2K3D5B4	CHLRE_12g538250v5	
A0A2K3D5B8	CHLRE_12g538492v5	
A0A2K3D5B9	CHLRE_12g538850v5	PF23414;PF03451;
A0A2K3D5C2	CHLRE_12g538801v5	
A0A2K3D5C3	CHLRE_12g538600v5	PF00041;
A0A2K3D5C4	CHLRE_12g538650v5	PF00590;
A0A2K3D5C7	CHLRE_12g538900v5	
A0A2K3D5C8	CHLRE_12g538950v5	PF16455;
A0A2K3D5D0	CHLRE_12g539181v5	
A0A2K3D5D1	CHLRE_12g539121v5	
A0A2K3D5D2	CHLRE_12g539161v5	
A0A2K3D5D4	CHLRE_12g539076v5	
A0A2K3D5D5	CHLRE_12g539141v5	
A0A2K3D5D8	CHLRE_12g539201v5	
A0A2K3D5D9	CHLRE_12g539200v5	
A0A2K3D5E0	CHLRE_12g539206v5	
A0A2K3D5E1	CHLRE_12g539206v5	
A0A2K3D5E2	CHLRE_12g539203v5	
A0A2K3D5E3	CHLRE_12g539204v5	
A0A2K3D5E5	CHLRE_12g539202v5	
A0A2K3D5E6	CHLRE_12g539201v5	
A0A2K3D5E7	CHLRE_12g561601v5	
A0A2K3D5E8	CHLRE_12g539207v5	
A0A2K3D5E9	CHLRE_12g539208v5	
A0A2K3D5F0	CHLRE_12g539150v5	PF00078;
A0A2K3D5F1	CHLRE_12g539207v5	
A0A2K3D5F2	CHLRE_12g546633v5	
A0A2K3D5F3	CHLRE_12g561602v5	
A0A2K3D5F4	CHLRE_12g554116v5	PF00078;
A0A2K3D5F5	CHLRE_12g539209v5	PF00078;
A0A2K3D5F6	CHLRE_12g561150v5	
A0A2K3D5F7	CHLRE_12g539209v5	
A0A2K3D5F9	CHLRE_12g561300v5	PF07989;
A0A2K3D5G0	CHLRE_12g561150v5	
A0A2K3D5G1	CHLRE_12g561300v5	PF07989;
A0A2K3D5G5	CHLRE_12g561350v5	PF01753;
A0A2K3D5G7	CHLRE_12g560900v5	PF01593;
A0A2K3D5G8	CHLRE_12g561400v5	PF12796;
A0A2K3D5G9	CHLRE_12g560902v5	
A0A2K3D5H0	CHLRE_12g561100v5	PF23549;
A0A2K3D5H7	CHLRE_12g561000v5	PF00160;
A0A2K3D5H8	CHLRE_12g560450v5	
A0A2K3D5I0	CHLRE_12g560650v5	
A0A2K3D5I3	CHLRE_12g560300v5	PF00076;
A0A2K3D5I4	CHLRE_12g560500v5	
A0A2K3D5I7	CHLRE_12g560550v5	PF02911;PF00551;
A0A2K3D5I8	CHLRE_12g560100v5	PF01575;
A0A2K3D5J0	CHLRE_12g560300v5	PF00076;
A0A2K3D5J1	CHLRE_12g560000v5	
A0A2K3D5J2	CHLRE_12g560300v5	PF00076;
A0A2K3D5J4	CHLRE_12g560250v5	PF24160;PF04884;
A0A2K3D5J5	CHLRE_12g559900v5	
A0A2K3D5J8	CHLRE_12g559700v5	
A0A2K3D5K1	CHLRE_12g559550v5 CHLRE_12g559700v5	
A0A2K3D5K2	CHLRE_12g559750v5	PF00188;
A0A2K3D5K3	CHLRE_12g559703v5	
A0A2K3D5K5	CHLRE_12g559704v5	
A0A2K3D5K6	CHLRE_12g559200v5	
A0A2K3D5K8	CHLRE_12g559350v5	PF00106;
A0A2K3D5K9	CHLRE_12g559553v5	
A0A2K3D5L1	CHLRE_12g559300v5	
A0A2K3D5L2	CHLRE_12g559554v5	
A0A2K3D5L6	CHLRE_12g559555v5	PF02450;
A0A2K3D5L7	CHLRE_12g559000v5	
A0A2K3D5L8	CHLRE_12g559450v5	PF00168;
A0A2K3D5M0	CHLRE_12g559050v5	PF25372;PF13516;
A0A2K3D5M1	CHLRE_12g558950v5	PF00505;
A0A2K3D5M2	CHLRE_12g558800v5	
A0A2K3D5M4	CHLRE_12g559000v5	
A0A2K3D5M5	CHLRE_12g559053v5	
A0A2K3D5M6	CHLRE_12g558526v5	PF14623;
A0A2K3D5M7	CHLRE_12g558350v5	
A0A2K3D5N0	CHLRE_12g558352v5	
A0A2K3D5N2	CHLRE_12g559054v5	
A0A2K3D5N5	CHLRE_12g558550v5	PF00561;
A0A2K3D5N6	CHLRE_12g558050v5	
A0A2K3D5N9	CHLRE_12g558300v5	PF07714;
A0A2K3D5P2	CHLRE_12g558200v5	
A0A2K3D5P3	CHLRE_12g558600v5	
A0A2K3D5P6	CHLRE_12g557350v5	PF01266;PF00355;
A0A2K3D5P9	CHLRE_12g557450v5	
A0A2K3D5Q1	CHLRE_12g557300v5	PF07716;
A0A2K3D5Q2	CHLRE_12g558150v5	
A0A2K3D5R1	CHLRE_12g557650v5	
A0A2K3D5R2	CHLRE_12g557050v5	PF02325;
A0A2K3D5R4	CHLRE_12g557252v5	PF04727;
A0A2K3D5R5	CHLRE_12g556905v5	
A0A2K3D5R7	CHLRE_12g556700v5	
A0A2K3D5R9	CHLRE_12g556803v5	
A0A2K3D5S0	CHLRE_12g556802v5	PF00106;
A0A2K3D5S3	CHLRE_12g556803v5	
A0A2K3D5S4	CHLRE_12g556912v5 CHLRE_12g556913v5	
A0A2K3D5S5	CHLRE_12g556750v5	PF00106;
A0A2K3D5S7	CHLRE_12g556200v5	PF15011;
A0A2K3D5S9	CHLRE_12g556550v5	
A0A2K3D5T0	CHLRE_12g556150v5	PF02517;
A0A2K3D5T3	CHLRE_12g556350v5	PF00295;
A0A2K3D5T4	CHLRE_12g556800v5	
A0A2K3D5T8	CHLRE_12g555650v5	PF03407;
A0A2K3D5U0	CHLRE_12g555800v5	PF00069;
A0A2K3D5U1	CHLRE_12g555700v5	PF00226;
A0A2K3D5U5	CHLRE_12g555951v5	PF00383;
A0A2K3D5U6	CHLRE_12g555550v5	PF00626;
A0A2K3D5U7	CHLRE_12g555600v5	
A0A2K3D5U8	CHLRE_12g555200v5	PF09786;
A0A2K3D5V1	CHLRE_12g555300v5	
A0A2K3D5V6	CHLRE_12g555152v5	
A0A2K3D5V8	CHLRE_12g554929v5	
A0A2K3D5V9	CHLRE_12g554750v5	PF00240;
A0A2K3D5W4	CHLRE_12g555001v5	
A0A2K3D5W8	CHLRE_12g554350v5	
A0A2K3D5W9	CHLRE_12g554600v5	
A0A2K3D5X1	CHLRE_12g554450v5	
A0A2K3D5X3	CHLRE_12g554400v5	
A0A2K3D5X6	CHLRE_12g554450v5	
A0A2K3D5X7	CHLRE_12g554300v5	
A0A2K3D5X9	CHLRE_12g553950v5	
A0A2K3D5Y1	CHLRE_12g554550v5	
A0A2K3D5Y2	CHLRE_12g553850v5	
A0A2K3D5Y3	CHLRE_12g554100v5	
A0A2K3D5Y5	CHLRE_12g554050v5	
A0A2K3D5Y6	CHLRE_12g553800v5	PF00023;PF12796;
A0A2K3D5Y7	CHLRE_12g553700v5	PF01323;
A0A2K3D5Y9	CHLRE_12g554150v5	
A0A2K3D5Z0	CHLRE_08g368026v5 CHLRE_11g478982v5 CHLRE_12g553552v5	
A0A2K3D5Z1	CHLRE_12g553550v5	
A0A2K3D5Z2	CHLRE_12g553650v5	
A0A2K3D5Z3	CHLRE_12g553600v5	PF00856;
A0A2K3D5Z4	CHLRE_12g553650v5	
A0A2K3D5Z5	CHLRE_12g553500v5	PF00023;PF12796;
A0A2K3D5Z8	CHLRE_12g553400v5	
A0A2K3D5Z9	CHLRE_12g553252v5	
A0A2K3D600	CHLRE_12g553350v5	
A0A2K3D601	CHLRE_12g553302v5	
A0A2K3D603	CHLRE_12g553100v5	PF21289;
A0A2K3D604	CHLRE_12g553702v5	
A0A2K3D607	CHLRE_12g553052v5	
A0A2K3D610	CHLRE_12g552950v5	
A0A2K3D611	CHLRE_12g552900v5	PF00400;
A0A2K3D612	CHLRE_12g552952v5	
A0A2K3D613	CHLRE_12g552600v5	PF05050;
A0A2K3D614	CHLRE_12g552850v5	PF01571;
A0A2K3D615	CHLRE_12g552750v5	PF04520;
A0A2K3D616	CHLRE_12g552650v5	PF22600;PF26180;
A0A2K3D619	CHLRE_12g552300v5	PF12499;PF00059;
A0A2K3D620	CHLRE_12g552400v5	PF03407;
A0A2K3D623	CHLRE_12g552100v5	
A0A2K3D624	CHLRE_12g552350v5	
A0A2K3D625	CHLRE_12g552250v5	
A0A2K3D626	CHLRE_12g553000v5	
A0A2K3D629	CHLRE_12g552006v5	
A0A2K3D630	CHLRE_12g552005v5	
A0A2K3D633	CHLRE_12g552550v5	
A0A2K3D635	CHLRE_12g552006v5	
A0A2K3D639	CHLRE_12g551802v5	PF20667;
A0A2K3D640	CHLRE_12g551700v5	
A0A2K3D641	CHLRE_12g552050v5	PF13229;
A0A2K3D642	CHLRE_12g551600v5	
A0A2K3D643	CHLRE_12g551650v5	
A0A2K3D644	CHLRE_12g551502v5	
A0A2K3D645	CHLRE_12g551801v5	PF07393;
A0A2K3D647	CHLRE_12g551352v5	PF13450;
A0A2K3D649	CHLRE_12g551800v5	PF00293;
A0A2K3D650	CHLRE_12g551500v5	PF00226;PF01556;
A0A2K3D651	CHLRE_12g551353v5	
A0A2K3D652	CHLRE_12g551200v5	PF00686;
A0A2K3D654	CHLRE_12g551000v5	PF14778;
A0A2K3D655	CHLRE_12g551201v5	PF13508;
A0A2K3D656	CHLRE_12g551100v5	
A0A2K3D657	CHLRE_12g551350v5	PF01042;
A0A2K3D658	CHLRE_12g551050v5	PF17800;
A0A2K3D659	CHLRE_12g551503v5	
A0A2K3D664	CHLRE_12g550700v5	PF00551;
A0A2K3D666	CHLRE_12g551001v5	PF05721;
A0A2K3D671	CHLRE_12g550501v5	
A0A2K3D672	CHLRE_12g550500v5	
A0A2K3D673	CHLRE_12g550468v5	
A0A2K3D674	CHLRE_12g550468v5	
A0A2K3D675	CHLRE_12g550350v5	
A0A2K3D678	CHLRE_12g550200v5	PF08241;
A0A2K3D680	CHLRE_12g550553v5	
A0A2K3D681	CHLRE_12g550250v5	PF03638;
A0A2K3D682	CHLRE_12g550450v5	
A0A2K3D683	CHLRE_12g550150v5	
A0A2K3D684	CHLRE_12g550153v5	
A0A2K3D686	CHLRE_12g549900v5	
A0A2K3D689	CHLRE_12g550000v5	
A0A2K3D690	CHLRE_12g549850v5	PF03129;
A0A2K3D692	CHLRE_12g549450v5	PF01557;
A0A2K3D693	CHLRE_12g549600v5	
A0A2K3D694	CHLRE_12g549700v5	PF22891;
A0A2K3D695	CHLRE_12g549650v5	
A0A2K3D696	CHLRE_12g549500v5	PF06110;
A0A2K3D698	CHLRE_12g549250v5	PF04564;
A0A2K3D699	CHLRE_12g549400v5	PF09366;
A0A2K3D6A0	CHLRE_12g549350v5	
A0A2K3D6A1	CHLRE_12g549100v5	
A0A2K3D6A3	CHLRE_12g549200v5	
A0A2K3D6A4	CHLRE_12g549150v5	
A0A2K3D6A6	CHLRE_12g549100v5	
A0A2K3D6A7	CHLRE_12g549100v5	
A0A2K3D6A9	CHLRE_12g549100v5	
A0A2K3D6B0	CHLRE_12g549050v5	PF03088;
A0A2K3D6B1	CHLRE_12g548955v5	
A0A2K3D6B6	CHLRE_12g548700v5	
A0A2K3D6B7	CHLRE_12g549050v5	PF03088;
A0A2K3D6B8	CHLRE_12g548901v5	
A0A2K3D6B9	CHLRE_12g548702v5	
A0A2K3D6C0	CHLRE_12g548800v5	
A0A2K3D6C2	CHLRE_12g548651v5	
A0A2K3D6C3	CHLRE_12g548300v5	PF14995;
A0A2K3D6C4	CHLRE_12g548500v5	
A0A2K3D6C6	CHLRE_12g548391v5	
A0A2K3D6C8	CHLRE_12g548550v5	PF05742;
A0A2K3D6C9	CHLRE_12g548550v5	PF05742;
A0A2K3D6D0	CHLRE_12g548250v5	PF00498;
A0A2K3D6D1	CHLRE_12g548250v5	PF00498;
A0A2K3D6D2	CHLRE_12g548750v5	
A0A2K3D6D4	CHLRE_12g548051v5	
A0A2K3D6D5	CHLRE_12g548201v5	
A0A2K3D6D8	CHLRE_12g548200v5	PF13365;
A0A2K3D6E0	CHLRE_12g548350v5	
A0A2K3D6E2	CHLRE_12g547800v5	PF01073;
A0A2K3D6E3	CHLRE_12g547651v5	
A0A2K3D6E4	CHLRE_12g547734v5	
A0A2K3D6E5	CHLRE_12g547651v5	
A0A2K3D6E9	CHLRE_12g547650v5	
A0A2K3D6F0	CHLRE_12g547500v5	
A0A2K3D6F1	CHLRE_12g547950v5	PF08590;PF01713;
A0A2K3D6F3	CHLRE_12g547250v5	
A0A2K3D6F6	CHLRE_12g547350v5	
A0A2K3D6F8	CHLRE_12g547200v5	PF07714;
A0A2K3D6F9	CHLRE_12g547651v5	
A0A2K3D6G2	CHLRE_12g546950v5	
A0A2K3D6G3	CHLRE_12g546850v5	PF04117;
A0A2K3D6G4	CHLRE_12g546750v5	
A0A2K3D6G5	CHLRE_12g546900v5	PF13516;
A0A2K3D6G6	CHLRE_12g546800v5	PF12499;
A0A2K3D6G7	CHLRE_12g547001v5	
A0A2K3D6H2	CHLRE_12g546900v5	PF13516;
A0A2K3D6H5	CHLRE_12g546300v5	PF09728;
A0A2K3D6I0	CHLRE_12g546770v5	PF04117;
A0A2K3D6I7	CHLRE_12g546200v5	PF01694;
A0A2K3D6J0	CHLRE_12g545700v5	
A0A2K3D6J3	CHLRE_12g545550v5	
A0A2K3D6J4	CHLRE_12g545752v5	
A0A2K3D6J5	CHLRE_12g545619v5	
A0A2K3D6J6	CHLRE_12g545703v5	
A0A2K3D6J7	CHLRE_12g545650v5	
A0A2K3D6J8	CHLRE_12g545750v5	PF00069;
A0A2K3D6K0	CHLRE_12g545900v5	
A0A2K3D6K1	CHLRE_12g545450v5	
A0A2K3D6K2	CHLRE_12g545704v5	
A0A2K3D6K4	CHLRE_12g545300v5	PF01417;
A0A2K3D6K7	CHLRE_12g545500v5	PF13499;
A0A2K3D6K8	CHLRE_12g545600v5	PF00097;
A0A2K3D6K9	CHLRE_12g545400v5	
A0A2K3D6L0	CHLRE_12g545100v5	
A0A2K3D6L1	CHLRE_12g544952v5	
A0A2K3D6L2	CHLRE_12g545401v5	
A0A2K3D6L3	CHLRE_12g545150v5	PF01417;
A0A2K3D6L4	CHLRE_12g544802v5	
A0A2K3D6L7	CHLRE_12g544800v5	
A0A2K3D6L8	CHLRE_12g544900v5	PF25343;PF00240;
A0A2K3D6M0	CHLRE_12g544662v5	
A0A2K3D6M1	CHLRE_12g544550v5	PF00069;
A0A2K3D6M2	CHLRE_12g544650v5	PF13489;
A0A2K3D6M3	CHLRE_12g544850v5	
A0A2K3D6M4	CHLRE_12g544600v5	
A0A2K3D6M5	CHLRE_12g544750v5	PF00023;
A0A2K3D6M7	CHLRE_12g544551v5	
A0A2K3D6M9	CHLRE_12g544300v5	
A0A2K3D6N0	CHLRE_12g544300v5	
A0A2K3D6N2	CHLRE_12g544250v5	
A0A2K3D6N4	CHLRE_12g544111v5	PF07282;
A0A2K3D6N5	CHLRE_12g544450v5	
A0A2K3D6N7	CHLRE_12g544100v5	
A0A2K3D6P1	CHLRE_12g544000v5	PF00248;
A0A2K3D6P2	CHLRE_12g544050v5	PF00076;
A0A2K3D6P3	CHLRE_12g544115v5	
A0A2K3D6P4	CHLRE_12g544112v5	
A0A2K3D6P7	CHLRE_12g544109v5	PF00076;
A0A2K3D6P8	CHLRE_12g543700v5	PF07282;
A0A2K3D6P9	CHLRE_12g543900v5	PF01451;
A0A2K3D6Q0	CHLRE_12g543800v5	
A0A2K3D6Q2	CHLRE_12g543800v5	
A0A2K3D6Q4	CHLRE_12g543950v5	
A0A2K3D6Q7	CHLRE_12g543300v5	
A0A2K3D6Q8	CHLRE_12g543303v5	
A0A2K3D6R1	CHLRE_12g543301v5	
