Locus Tag	Description	dN/dS	dN	dS	%min5Xcov	%min1Xcov	avg read depth	dN/dS vs CC9311	dN/dS 70_70	dN/dS PAML
sync_1807	hypothetical protein	0.25	0.061	0.242	100.0	100.0	38.096	0.255	0.264	0.173454332556542
sync_1808	hypothetical protein	0.174	0.039	0.225	100.0	100.0	23.966	0.168	0.168	0.755021077297113
sync_1809	hypothetical protein	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN
sync_1810	hypothetical protein	0.119	0.027	0.225	100.0	100.0	34.197	0.123	0.119	0.210950698497231
sync_1811	hypothetical protein	0.175	0.048	0.275	100.0	100.0	39.567	0.173	0.175	0.364523601635204
sync_1812	hypothetical protein	0.16	0.029	0.183	100.0	100.0	40.311	0.157	0.16	0.242586303004173
sync_1813	Acetyltransferase	0.14	0.03	0.212	100.0	100.0	26.288	0.147	0.14	0.186484151876208
sync_1814	hypothetical protein	0.354	0.073	0.207	100.0	100.0	38.199	0.41	0.354	0.819299993545257
sync_1815	hypothetical protein	0.106	0.028	0.259	100.0	100.0	26.839	0.115	0.106	0.224034443759065
sync_1816	predicted membrane protein	0.085	0.007	0.083	12.78	56.67	1.798	0.082	0.049	NaN
sync_1817	possible transcriptional regulator	0.16	0.025	0.155	77.62	100.0	9.476	0.147	0.162	0.200431009047413
sync_1818	possible high light inducible protein-related protein	0.047	0.017	0.362	100.0	100.0	22.986	0.052	0.064	0.0409358879312185
sync_1819	DnaJ domain protein	0.291	0.074	0.254	100.0	100.0	23.747	0.297	0.313	0.27417009329949
sync_1820	hypothetical protein	0.157	0.044	0.283	100.0	100.0	25.896	0.163	0.157	0.214433962662017
sync_1821	hypothetical protein	0.126	0.019	0.152	100.0	100.0	18.021	0.188	0.12	1.59771015442529
sync_1822	hypothetical protein	1.102	0.138	0.125	90.06	100.0	8.088	1.236	1.102	2.31928607656977
sync_1823	hypothetical protein	0.282	0.074	0.261	100.0	100.0	21.964	0.331	0.282	0.428299394851172
sync_1824	pyridoxamine 5'-phosphate oxidase family protein	0.297	0.074	0.249	100.0	100.0	18.522	0.311	0.306	0.61803400101988
sync_1825	hypothetical protein	0.154	0.047	0.305	100.0	100.0	26.194	0.169	0.162	0.28939835986703
sync_1826	hypothetical protein	0.139	0.039	0.279	100.0	100.0	23.393	0.151	0.139	0.50990450075643
sync_1827	hypothetical protein	0.246	0.067	0.273	100.0	100.0	17.499	0.255	0.255	0.334826042723671
sync_1828	hypothetical protein	2.718	0.108	0.04	73.61	100.0	8.56	2.044	2.232	0.792207792207792
sync_1829	hypothetical protein	0.152	0.024	0.155	100.0	100.0	24.442	0.138	0.152	0.426975148868449
sync_1830	Predicted enzyme of the cupin superfamily protein	0.24	0.04	0.165	100.0	100.0	20.929	0.226	0.24	0.14388221551055
sync_1831	cell death suppressor protein Lls1 homolog (EC:1.- )	0.104	0.021	0.198	100.0	100.0	21.55	0.101	0.11	0.208575242051957
sync_1832	Protein of unknown function (DUF1499) superfamily protein	0.22	0.038	0.174	100.0	100.0	20.98	0.221	0.22	0.198156141190247
sync_1833	hypothetical protein	0.154	0.04	0.262	100.0	100.0	13.507	0.149	0.154	0.271371677233759
sync_1834	hypothetical protein	0.081	0.017	0.207	100.0	100.0	17.387	0.089	0.081	0.0889770777881835
sync_1835	aldehyde dehydrogenase family protein (EC:1.2.1.16 )	0.178	0.038	0.214	100.0	100.0	26.952	0.184	0.187	0.155866866181827
sync_1836	NAD dependent epimerase/dehydratase	0.22	0.051	0.232	100.0	100.0	37.425	0.22	0.196	0.100151266151167
sync_1837	hypothetical protein	0.163	0.029	0.179	100.0	100.0	19.308	0.154	0.175	0.0405157137665116
sync_1838	hypothetical protein	0.2	0.04	0.198	100.0	100.0	41.497	0.196	0.2	0.56230131361006
sync_1839	hypothetical protein	NaN	0.0	0.0	0.0	92.93	1.168	NaN	NaN	NaN
sync_1840	hypothetical protein	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN
sync_1841	putative lipoprotein	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN
sync_1842	tryptophan-rich conserved hypothetical protein	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN
sync_1843	hypothetical protein	0.07	0.028	0.393	96.8	100.0	17.629	0.065	0.069	0.0676430822281957
sync_1844	carotenoid isomerase, putative	0.11	0.023	0.212	100.0	100.0	16.875	0.107	0.11	0.152448412128015
sync_1845	Possible outer membrane protein	0.144	0.031	0.213	100.0	100.0	15.449	0.149	0.144	0.155845492536643
sync_1846	Rhomboid family protein	0.072	0.016	0.223	83.24	100.0	13.639	0.074	0.072	0.0878890552900705
sync_1847	hypothetical protein	0.093	0.006	0.061	80.28	100.0	5.624	0.076	0.093	NaN
sync_1848	hypothetical protein	0.056	0.011	0.204	58.8	100.0	5.366	0.057	0.045	0.0514362436448333
sync_1849	hypothetical protein	0.285	0.032	0.113	100.0	100.0	13.318	0.394	0.285	0.591964539499866
sync_1850	endonuclease III (EC:4.2.99.18 )	0.081	0.014	0.167	93.27	100.0	8.711	0.093	0.081	0.172147416010752
sync_1851	putative high light inducible protein	0.033	0.006	0.192	91.56	100.0	6.076	0.029	0.033	0.00559097596861207
sync_1852	hypothetical protein	0.086	0.014	0.158	100.0	100.0	10.681	0.08	0.086	0.078517423076558
sync_1853	hypothetical protein	0.101	0.011	0.107	47.86	91.43	5.439	0.116	0.101	0.183239889714041
sync_1854	possible pfkB family carbohydrate kinase	0.124	0.027	0.221	55.11	98.66	5.478	0.135	0.124	0.166293128133829
sync_1855	hypothetical protein	NaN	0.0	0.0	0.0	13.55	0.396	NaN	1.594	2.96271906567909
sync_1856	photosystem q(b) protein	0.114	0.056	0.493	100.0	100.0	19.622	0.115	0.109	0.101353685475222
sync_1857	Ser/Thr protein phosphatase family protein	0.199	0.038	0.189	80.21	92.14	11.196	0.221	0.199	0.159335055905566
sync_1858	photosystem q(b) protein	0.1	0.026	0.261	100.0	100.0	14.675	0.089	0.126	0.111420358043244
sync_1859	hypothetical protein	1.429	0.099	0.069	100.0	100.0	18.535	1.527	1.429	NaN
sync_1860	Membrane associated GTPase	0.138	0.027	0.197	99.93	100.0	11.125	0.141	0.138	0.157028090679908
sync_1861	cation efflux system protein	0.087	0.016	0.182	83.22	100.0	8.511	0.083	0.087	0.164257469200721
sync_1862	hypothetical protein	0.175	0.024	0.135	76.11	100.0	9.69	0.167	0.238	0.215971092017343
sync_1863	tryptophanyl-tRNA synthetase (EC:6.1.1.2 )	0.067	0.01	0.154	100.0	100.0	7.495	0.069	0.067	0.0301897494043198
sync_1864	possible endolysin (EC:3.2.1.17 )	0.132	0.032	0.243	100.0	100.0	10.742	0.13	0.132	0.176741366978179
sync_1865	hypothetical protein	0.221	0.04	0.183	100.0	100.0	8.283	0.213	0.221	0.753664655826317
sync_1866	threonyl-tRNA synthetase (EC:6.1.1.3 )	0.049	0.008	0.169	80.64	100.0	8.134	0.049	0.047	0.0972589983882025
sync_1867	hypothetical protein	0.341	0.051	0.149	72.18	100.0	7.511	0.375	0.448	0.309909977920889
sync_1868	glucokinase (EC:2.7.1.2 )	0.203	0.045	0.223	100.0	100.0	12.379	0.188	0.218	0.210887575598888
sync_1869	homoserine kinase (EC:2.7.1.39 )	0.035	0.007	0.213	100.0	100.0	21.027	0.038	0.053	0.019728678367574
sync_1870	NAD(P)H-quinone oxidoreductase NdhD subunit (EC:1.6.5.3 )	0.048	0.012	0.26	100.0	100.0	18.193	0.049	0.048	0.0505608514357663
sync_1871	Phosphofructokinase:Peptidase family M3 (EC:3.4.24.70 )	0.134	0.036	0.271	100.0	100.0	20.563	0.134	0.134	0.160854584065223
sync_1872	possible Arginine repressor, C-terminal domain	0.241	0.071	0.294	100.0	100.0	29.044	0.233	0.237	0.328098043289057
sync_1873	hypothetical protein	0.083	0.028	0.345	100.0	100.0	24.247	0.089	0.083	0.32825002561039
sync_1874	hypothetical protein	0.136	0.042	0.31	100.0	100.0	27.674	0.131	0.136	0.275455671619981
sync_1875	hypothetical protein	0.062	0.022	0.353	100.0	100.0	35.46	0.059	0.061	0.039445086697681
sync_1876	lipase family protein	0.149	0.047	0.317	100.0	100.0	41.028	0.155	0.149	1.61164416680276
sync_1877	dihydroneopterin aldolase (EC:4.1.2.25 )	0.21	0.069	0.327	100.0	100.0	47.339	0.192	0.208	0.386227832262635
sync_1878	gamma-glutamyl phosphate reductase (EC:1.2.1.41 )	0.146	0.046	0.317	100.0	100.0	28.934	0.145	0.145	0.16207456516203
sync_1879	ROK family sugar kinase (EC:2.7.1.2 )	0.125	0.034	0.275	100.0	100.0	13.594	0.119	0.125	0.10762582842497
sync_1880	hypothetical protein	0.179	0.035	0.194	73.98	100.0	7.615	0.18	0.189	0.179579566616602
sync_1881	hypothetical protein	0.146	0.023	0.155	100.0	100.0	9.634	0.152	0.146	0.207922708795559
sync_1882	hypothetical protein	0.147	0.015	0.099	97.22	100.0	9.646	0.152	0.178	0.145773270238326
sync_1883	hypothetical protein	0.19	0.036	0.19	100.0	100.0	11.853	0.225	0.19	0.172587890908867
sync_1884	X-Pro dipeptidyl-peptidase (S15 family)	0.196	0.027	0.139	82.98	100.0	7.177	0.202	0.19	0.264340148171722
sync_1885	hypothetical protein	0.091	0.016	0.182	33.74	100.0	3.656	0.077	0.091	0.0856109902982701
sync_1886	1,4-alpha-glucan branching enzyme (EC:2.4.1.18 )	0.044	0.009	0.196	92.34	100.0	9.102	0.045	0.044	0.0235908248852331
sync_1887	uroporphyrinogen decarboxylase (EC:4.1.1.37 )	0.033	0.007	0.195	100.0	100.0	14.675	0.034	0.033	0.0137037364206101
sync_1888	NAD dependent epimerase/dehydratase	0.064	0.014	0.225	100.0	100.0	15.102	0.066	0.064	0.0428662991273892
sync_1889	plastocyanin	0.032	0.01	0.32	100.0	100.0	17.367	0.03	0.032	0.021891533539645
sync_1890	possible cytochrome C6 (soluble cytochrome F) (cytochrome c553)	0.227	0.067	0.294	100.0	100.0	13.074	0.224	0.227	0.185653857150488
sync_1891	hypothetical protein	0.236	0.041	0.173	87.25	100.0	6.23	0.207	0.316	0.342043113343779
sync_1892	hypothetical protein	0.289	0.096	0.333	100.0	100.0	13.931	0.301	0.299	0.0895010324646313
sync_1893	hypothetical protein	0.066	0.023	0.354	100.0	100.0	24.491	0.081	0.066	0.0404322063436738
sync_1894	hypothetical protein	0.903	0.108	0.12	80.56	80.56	11.009	0.816	0.903	1.33924945704362
sync_1895	hypothetical protein	0.125	0.039	0.315	87.25	100.0	12.516	0.133	0.12	0.105132193652518
sync_1896	hypothetical protein	0.232	0.064	0.276	60.1	75.76	9.778	0.225	0.232	NaN
sync_1897	ATP-dependent Clp protease, Hsp 100, ATP-binding subunit ClpB	0.078	0.026	0.338	100.0	100.0	34.597	0.078	0.084	0.0630377913556986
sync_1898	hypothetical protein	0.144	0.025	0.171	95.06	100.0	18.969	0.129	0.236	0.142035775194303
sync_1899	histidine biosynthesis bifunctional protein HisIE (EC:3.5.4.19,EC:3.6.1.31 )	0.082	0.018	0.214	100.0	100.0	29.211	0.081	0.082	0.130124932585667
sync_1900	hypothetical protein	0.13	0.042	0.323	100.0	100.0	29.649	0.127	0.13	0.103104918797937
sync_1901	hypothetical protein	0.127	0.034	0.265	100.0	100.0	22.859	0.128	0.127	0.487825327003194
sync_1902	Possible type II alternative RNA polymerase sigma factor	0.026	0.007	0.25	100.0	100.0	40.028	0.03	0.047	0.0069539900521269
sync_1903	hypothetical protein	0.112	0.033	0.297	100.0	100.0	43.635	0.128	0.112	0.138579771848033
sync_1904	hypothetical protein	0.124	0.034	0.273	100.0	100.0	39.297	0.118	0.124	0.0670988622797759
sync_1905	hypothetical protein	0.167	0.031	0.185	100.0	100.0	28.725	0.173	0.172	0.417441315782485
sync_1906	hypothetical protein	0.21	0.037	0.176	100.0	100.0	31.932	0.225	0.219	0.0965346154618507
sync_1907	hypothetical protein	0.247	0.065	0.263	100.0	100.0	26.752	0.258	0.247	0.182353571574807
sync_1908	Cytochrome c, class IC:Cytochrome c, class I	0.152	0.03	0.2	100.0	100.0	27.691	0.158	0.159	0.119642948537223
sync_1909	uncharacterized ycii family conserved protein	0.101	0.029	0.287	100.0	100.0	39.493	0.097	0.107	0.0453533204313291
sync_1910	tryptophan synthase, alpha subunit (EC:4.2.1.20 )	0.088	0.028	0.314	100.0	100.0	23.756	0.087	0.088	0.138513384522105
sync_1911	hypothetical protein	0.138	0.016	0.119	100.0	100.0	22.385	0.137	0.138	0.215988811419901
sync_1912	possible inorganic carbon transport protein	0.032	0.006	0.174	100.0	100.0	21.361	0.041	0.032	0.778485162557686
sync_1914	hypothetical protein	0.086	0.021	0.243	78.28	99.04	9.677	0.089	0.098	0.0760195745734679
sync_1915	dehydrogenase subunit-like protein (EC:1.1.99.- )	0.07	0.014	0.2	100.0	100.0	20.258	0.069	0.069	0.0713975835857807
sync_1916	hypothetical protein	0.118	0.018	0.155	100.0	100.0	24.423	0.104	0.118	0.0992253122584533
sync_1917	hypothetical protein	0.192	0.036	0.186	100.0	100.0	19.409	0.196	0.204	0.266341544989062
sync_1918	Glucose 1-dehydrogenase (EC:1.1.1.47 )	0.063	0.016	0.247	98.75	100.0	29.788	0.061	0.065	0.0418912217132734
sync_1919	hypothetical protein	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN
sync_1920	gluconolactonase precursor (EC:3.1.1.17 )	0.171	0.031	0.181	99.79	100.0	14.141	0.172	0.174	0.370578993677963
sync_1921	hypothetical protein	0.155	0.033	0.212	12.5	32.24	1.428	0.162	0.155	NaN
sync_1922	dihydroorotase, homodimeric type (EC:3.5.2.3 )	0.25	0.047	0.189	36.12	87.51	4.639	0.262	0.225	0.334642473375905
sync_1923	sulfate transporter, sulfate permease (SulP) family protein	0.061	0.017	0.27	100.0	100.0	14.979	0.059	0.062	0.137452245121413
sync_1924	K+-dependent Na+/Ca+ exchanger related-protein	0.063	0.016	0.261	100.0	100.0	27.784	0.071	0.063	0.0447481963567829
sync_1925	hypothetical protein	0.065	0.012	0.186	100.0	100.0	27.024	0.062	0.065	0.0885909506968888
sync_1926	hypothetical protein	0.082	0.018	0.223	100.0	100.0	20.639	0.105	0.086	0.0726013172547507
sync_1927	possible cytochrome c oxidase subunit II (EC:1.9.3.1 )	NaN	0.0	0.0	0.0	65.54	0.765	NaN	NaN	NaN
sync_1928	cytochrome c oxidase subunit I (EC:1.9.3.1 )	0.068	0.02	0.299	9.62	63.19	1.789	0.04	0.068	0.025487056311716
sync_1929	Cytochrome c oxidase subunit III	0.099	0.023	0.237	100.0	100.0	18.797	0.114	0.102	0.129306625275116
sync_1930	dehydrogenase subunit-like protein (EC:1.1.99.- )	0.066	0.015	0.228	100.0	100.0	19.056	0.068	0.065	0.0551164370156335
sync_1931	Glutathione reductase (EC:1.8.1.7 )	0.103	0.023	0.219	100.0	100.0	11.012	0.104	0.101	0.146146929097207
sync_1932	hypothetical protein	0.078	0.012	0.16	100.0	100.0	9.801	0.095	0.078	0.0632084497234752
sync_1933	chromosomal replication initiator protein DnaA	0.037	0.007	0.204	82.37	98.93	8.939	0.041	0.067	0.112888171554507
sync_1934	peptidase, S1C (protease Do) family protein (EC:3.4.21.- )	0.042	0.008	0.183	84.89	100.0	7.769	0.041	0.042	0.073605370914432
sync_1935	hypothetical protein	0.166	0.023	0.139	72.14	100.0	7.474	0.203	0.166	0.308023706335828
sync_1936	glycosyl transferase, group 2 family protein	0.29	0.037	0.128	56.08	93.92	5.779	0.321	0.29	0.196019932201749
sync_1937	possible acetyltransferase	0.061	0.009	0.14	96.23	100.0	11.506	0.055	0.061	0.969166910679495
sync_1938	esterase	0.18	0.022	0.121	89.88	100.0	7.942	0.149	0.18	0.203066144454473
sync_1939	ABC transporter, permease/ATP-binding protein	0.073	0.013	0.178	83.14	100.0	9.089	0.072	0.066	0.188256854749044
sync_1940	ATP phosphoribosyltransferase (EC:2.4.2.17 )	0.048	0.008	0.161	80.6	100.0	9.135	0.039	0.048	0.0228717767573296
sync_1941	Metallo-beta-lactamase superfamily hydrolase (EC:3.1.2.6 )	0.273	0.031	0.113	100.0	100.0	10.496	0.231	0.273	0.447443544734665
sync_1942	ABC transporter, ATP binding component, possibly iron transporter	0.125	0.021	0.17	72.64	100.0	9.954	0.113	0.135	0.334363840044599
sync_1943	putative endoribonuclease L-PSP	0.066	0.019	0.285	100.0	100.0	10.951	0.07	0.066	0.15025933421684
sync_1944	hypothetical protein	0.075	0.013	0.166	100.0	100.0	18.412	0.057	0.075	0.0617973307480102
sync_1945	cbbX protein homolog	0.13	0.041	0.315	100.0	100.0	22.802	0.141	0.128	0.16054177395725
sync_1946	Possible pterin-4 alpha-carbinolamine dehydratase-like protein (EC:4.2.1.96 )	0.119	0.049	0.413	100.0	100.0	30.083	0.122	0.123	0.0239136107838311
sync_1947	hypothetical protein	1.65	0.367	0.222	11.33	100.0	2.7	1.65	1.0	NaN
sync_1948	hypothetical protein	0.474	0.071	0.149	27.49	66.32	3.082	0.56	0.474	0.512022630834512
sync_1949	hypothetical protein	0.466	0.155	0.333	13.98	100.0	2.72	0.776	0.491	NaN
sync_1950	flavodoxin	0.084	0.029	0.345	100.0	100.0	44.135	0.089	0.091	0.0553764250931013
sync_1951	Thioredoxin reductase (EC:1.8.1.9 )	0.092	0.028	0.305	84.27	100.0	10.803	0.088	0.092	0.143992878292358
sync_1952	hypothetical protein	0.147	0.046	0.314	100.0	100.0	30.949	0.152	0.153	0.161159126381226
sync_1953	ferredoxin	0.099	0.033	0.328	100.0	100.0	36.973	0.083	0.103	0.174536562844097
sync_1954	hypothetical protein	0.715	0.181	0.253	97.37	100.0	16.211	0.809	0.715	NaN
sync_1955	hypothetical protein	NaN	0.0	0.0	0.0	100.0	3.517	NaN	NaN	NaN
sync_1956	hypothetical protein	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN
sync_1957	CO2 hydration protein	0.072	0.02	0.271	99.83	100.0	23.206	0.071	0.071	0.126696859340258
sync_1958	NADH-ubiquinone/plastoquinone oxidoreductase, subunit 4 family protein	0.051	0.014	0.275	99.2	100.0	21.928	0.056	0.051	0.0492420747620946
sync_1959	NAD(P)H dehydrogenase, subunit NdhF3 family protein	0.036	0.009	0.264	100.0	100.0	19.028	0.041	0.036	0.0617276673935207
sync_1960	possible carbon dioxide concentrating mechanism protein CcmK	0.114	0.025	0.216	89.35	100.0	11.051	0.114	0.114	0.398541664384551
sync_1961	hypothetical protein	0.522	0.075	0.144	100.0	100.0	19.73	0.597	0.522	0.501191990986288
sync_1962	Carboxysome peptide A	0.017	0.004	0.214	100.0	100.0	19.901	0.015	0.017	0.215384615384615
sync_1963	Carboxysome peptide A	0.051	0.008	0.159	100.0	100.0	16.196	0.05	0.051	0.0
sync_1964	carboxysome shell protein CsoS3	0.078	0.018	0.235	82.75	99.89	12.887	0.081	0.093	0.0541159155586574
sync_1965	hypothetical protein	0.079	0.014	0.18	90.91	100.0	8.982	0.076	0.079	0.175253926883527
sync_1966	ribulose bisphosphate carboxylase, small subunit (EC:4.1.1.39 )	NaN	0.0	0.0	14.04	100.0	3.512	NaN	NaN	0.0
sync_1967	ribulose bisphosphate carboxylase, large subunit (EC:4.1.1.39 )	0.01	0.001	0.13	74.03	100.0	9.505	0.02	0.009	0.0502370575087303
sync_1968	Carbon dioxide concentrating mechanism protein ccmK	0.0	0.0	0.058	100.0	100.0	12.526	0.0	0.0	0.0
sync_1969	Ham1 family protein	0.182	0.012	0.066	79.1	100.0	7.697	0.168	0.182	0.205410135306577
sync_1970	hypothetical protein	0.013	0.002	0.165	98.77	100.0	9.353	0.016	0.013	0.618448959444884
sync_1971	hypothetical protein	0.089	0.006	0.072	61.49	100.0	6.33	0.079	0.089	0.144614222010267
sync_1972	lipoprotein, putative	NaN	0.0	0.0	0.0	85.69	1.981	NaN	NaN	0.119913185024417
sync_1973	light-independent protochlorophyllide reductase, N subunit (EC:1.18.- )	0.026	0.003	0.1	96.5	100.0	11.434	0.021	0.026	0.00801512060724375
sync_1974	light-independent protochlorophyllide reductase, B subunit (EC:1.18.- )	0.059	0.009	0.148	96.62	100.0	11.031	0.066	0.059	0.0558076118743363
sync_1975	light-independent protochlorophyllide reductase, iron-sulfur ATP-binding protein (EC:1.18.- )	0.031	0.005	0.158	93.27	100.0	10.916	0.042	0.031	0.0321365849188139
sync_1976	light-dependent protochlorophyllide reductase (EC:1.3.1.33 )	0.101	0.021	0.205	100.0	100.0	11.689	0.095	0.101	0.107163092142448
sync_1977	hypothetical protein	0.172	0.031	0.182	100.0	100.0	15.766	0.154	0.172	0.233107253214255
sync_1978	photosystem I reaction center subunit XII	0.391	0.052	0.134	100.0	100.0	15.845	0.36	0.391	1.56049286892403
sync_1979	hypothetical protein	0.185	0.032	0.172	100.0	100.0	9.774	0.175	0.185	0.435376347142973
sync_1980	hypothetical protein	0.214	0.03	0.141	87.35	100.0	9.434	0.205	0.235	0.201177192190517
sync_1981	hypothetical protein	0.108	0.013	0.116	94.79	100.0	9.146	0.108	0.123	0.529307391801253
sync_1982	biotin/lipoate A/B protein ligase family protein	0.314	0.043	0.137	46.71	100.0	5.784	0.308	0.314	0.426720412358381
sync_1983	peptidase, M50B family protein (EC:3.4.24.- )	0.088	0.009	0.101	71.02	99.68	5.86	0.112	0.106	0.32614838978258
sync_1984	N-(5'phosphoribosyl)anthranilate isomerase (EC:5.3.1.24 )	0.172	0.015	0.088	62.72	100.0	5.083	0.275	0.172	0.236118743475792
sync_1985	hypothetical protein	0.232	0.018	0.08	36.07	98.0	3.485	0.259	0.232	0.170021768678849
sync_1986	GTP cyclohydrolase I (EC:3.5.4.16 )	0.04	0.008	0.202	89.65	100.0	6.403	0.051	0.04	0.059165383606537
sync_1987	Short-chain dehydrogenase/reductase family enzyme (EC:1.- )	0.102	0.014	0.141	95.34	100.0	11.616	0.126	0.102	0.169091309609357
sync_1988	acetyl-CoA carboxylase, carboxyl transferase, alpha subunit (EC:6.4.1.2 )	0.053	0.01	0.196	100.0	100.0	10.871	0.061	0.053	0.148335381334697
sync_1989	Predicted dehydrogenase	0.027	0.005	0.181	75.55	100.0	7.963	0.029	0.027	0.179479609440147
sync_1990	hypothetical protein	0.034	0.009	0.269	88.07	100.0	8.134	0.04	0.034	0.011399021141925
sync_1991	creatininase (EC:3.5.2.10 )	0.112	0.016	0.143	81.28	100.0	6.207	0.14	0.117	0.478197390280639
sync_1992	hypothetical protein	NaN	0.0	0.0	34.46	100.0	3.367	NaN	NaN	NaN
sync_1993	Ribosomal protein S1	0.041	0.006	0.144	89.97	100.0	8.087	0.042	0.04	0.0580290314803939
sync_1994	hypothetical protein	0.104	0.019	0.187	85.9	100.0	8.363	0.108	0.104	0.0749431616777222
sync_1995	conserved hypothetical protein TIGR00726	0.144	0.02	0.14	54.37	97.28	5.351	0.151	0.144	0.173232667162923
sync_1996	uncharacterized FAD-dependent dehydrogenase	0.114	0.015	0.133	73.14	100.0	7.4	0.118	0.119	0.162164795648822
sync_1997	hypothetical protein	0.057	0.005	0.094	39.27	100.0	4.164	0.05	0.057	0.0655888937268821
sync_1998	Thermonuclease homolog	0.134	0.02	0.145	79.34	100.0	4.948	0.14	0.134	1.0191850090908
sync_1999	acetolactate synthase, large subunit, biosynthetic type (EC:2.2.1.6 )	0.061	0.01	0.169	86.54	99.48	8.143	0.06	0.061	0.147428886739326
