protein_id	locus_tag	has_interpro	n_interpro_domains	interpro_ids
XP_002291527.1	THAPSDRAFT_269141	yes	1	IPR001440
XP_002291528.1	THAPSDRAFT_6332	no	0	none
XP_002291529.1	THAPSDRAFT_41113	yes	2	IPR001199,IPR005804
XP_002291530.1	THAPSDRAFT_28710	yes	1	IPR003613
XP_002291531.1	THAPSDRAFT_262949	no	0	none
XP_002291532.1	THAPSDRAFT_6343	no	0	none
XP_002291533.1	THAPSDRAFT_23199	yes	1	IPR001680
XP_002291534.1	THAPSDRAFT_23201	yes	1	IPR004342
XP_002291535.1	THAPSDRAFT_23202	yes	1	IPR006145
XP_002291536.1	THAPSDRAFT_34594	yes	1	IPR005122
XP_002291537.1	THAPSDRAFT_23205	no	0	none
XP_002291538.1	THAPSDRAFT_13482	no	0	none
XP_002291539.1	THAPSDRAFT_23207	no	0	none
XP_002291540.1	THAPSDRAFT_6359	no	0	none
XP_002291541.1	THAPSDRAFT_6361	yes	1	IPR001327
XP_002291542.1	THAPSDRAFT_6363	yes	2	IPR001014,IPR005633
XP_002291543.1	THAPSDRAFT_23209	no	0	none
XP_002291544.1	THAPSDRAFT_23210	no	0	none
XP_002291545.1	THAPSDRAFT_262956	no	0	none
XP_002291546.1	THAPSDRAFT_35180	yes	1	IPR007248
XP_002291547.1	THAPSDRAFT_13806	yes	1	IPR000924
XP_002291548.1	THAPSDRAFT_23212	yes	1	IPR001214
XP_002291549.1	THAPSDRAFT_270370	no	0	none
XP_002291550.1	THAPSDRAFT_6372	yes	1	IPR002557
XP_002291551.1	THAPSDRAFT_6373	no	0	none
XP_002291552.1	THAPSDRAFT_15916	yes	1	IPR000719
XP_002291553.1	THAPSDRAFT_6375	no	0	none
XP_002291554.1	THAPSDRAFT_34629	yes	1	IPR004579
XP_002291555.1	THAPSDRAFT_6379	no	0	none
XP_002291556.1	THAPSDRAFT_262960	yes	1	IPR006153
XP_002291557.1	THAPSDRAFT_34809	yes	1	IPR002155
XP_002291558.1	THAPSDRAFT_34864	yes	1	IPR001179
XP_002291559.1	THAPSDRAFT_23215	yes	2	IPR001623,IPR003613
XP_002291560.1	THAPSDRAFT_262963	yes	1	IPR003733
XP_002291561.1	THAPSDRAFT_262964	no	0	none
XP_002291562.1	THAPSDRAFT_23218	yes	1	IPR006768
XP_002291563.1	THAPSDRAFT_35049	yes	2	IPR000594,IPR007901
XP_002291564.1	THAPSDRAFT_18434	no	0	none
XP_002291565.1	THAPSDRAFT_6398	no	0	none
XP_002291566.1	THAPSDRAFT_6400	no	0	none
XP_002291567.1	THAPSDRAFT_23224	no	0	none
XP_002291568.1	THAPSDRAFT_6404	no	0	none
XP_002291569.1	THAPSDRAFT_34771	yes	2	IPR002376,IPR005793
XP_002291570.1	THAPSDRAFT_6408	no	0	none
XP_002291571.1	THAPSDRAFT_23228	yes	1	IPR000506
XP_002291572.1	THAPSDRAFT_547	yes	3	IPR000089,IPR001078,IPR004167
XP_002291573.1	THAPSDRAFT_6413	yes	1	IPR000089
XP_002291574.1	THAPSDRAFT_262975	no	0	none
XP_002291575.1	THAPSDRAFT_6418	yes	1	IPR005269
XP_002291576.1	THAPSDRAFT_262976	yes	1	IPR002073
XP_002291577.1	THAPSDRAFT_270386	no	0	none
XP_002291578.1	THAPSDRAFT_23232	no	0	none
XP_002291579.1	THAPSDRAFT_6424	yes	1	IPR001478
XP_002291580.1	THAPSDRAFT_6426	no	0	none
XP_002291581.1	THAPSDRAFT_269158	yes	1	IPR005828
XP_002291582.1	THAPSDRAFT_269159	yes	1	IPR001173
XP_002291583.1	THAPSDRAFT_269160	yes	1	IPR001327
XP_002291584.1	THAPSDRAFT_23240	no	0	none
XP_002291585.1	THAPSDRAFT_28755	yes	1	IPR001047
XP_002291586.1	THAPSDRAFT_23243	no	0	none
XP_002291587.1	THAPSDRAFT_23245	no	0	none
XP_002291588.1	THAPSDRAFT_41166	yes	1	IPR006083
XP_002291589.1	THAPSDRAFT_41169	yes	2	IPR001431,IPR007863
XP_002291590.1	THAPSDRAFT_6445	no	0	none
XP_002291591.1	THAPSDRAFT_6447	yes	1	IPR009730
XP_002291592.1	THAPSDRAFT_23249	yes	1	IPR006885
XP_002291593.1	THAPSDRAFT_34782	yes	3	IPR001650,IPR007502,IPR011545
XP_002291594.1	THAPSDRAFT_28769	yes	1	IPR002208
XP_002291595.1	THAPSDRAFT_6457	yes	1	IPR002550
XP_002291596.1	THAPSDRAFT_6458	yes	1	IPR006811
XP_002291597.1	THAPSDRAFT_6461	yes	1	IPR007785
XP_002291598.1	THAPSDRAFT_23254	no	0	none
XP_002291599.1	THAPSDRAFT_41178	yes	1	IPR001348
XP_002291600.1	THAPSDRAFT_23258	no	0	none
XP_002291601.1	THAPSDRAFT_23259	yes	2	IPR000863,IPR001487
XP_002291602.1	THAPSDRAFT_23261	yes	1	IPR001138
XP_002291603.1	THAPSDRAFT_6472	no	0	none
XP_002291604.1	THAPSDRAFT_23262	yes	1	IPR003864
XP_002291605.1	THAPSDRAFT_6476	no	0	none
XP_002291606.1	THAPSDRAFT_23264	no	0	none
XP_002291607.1	THAPSDRAFT_15142	yes	1	IPR000537
XP_002291608.1	THAPSDRAFT_6481	no	0	none
XP_002291609.1	THAPSDRAFT_34810	yes	1	IPR001580
XP_002291610.1	THAPSDRAFT_6486	yes	1	IPR005123
XP_002291611.1	THAPSDRAFT_23269	no	0	none
XP_002291612.1	THAPSDRAFT_6489	no	0	none
XP_002291613.1	THAPSDRAFT_23271	no	0	none
XP_002291614.1	THAPSDRAFT_23272	no	0	none
XP_002291615.1	THAPSDRAFT_23274	no	0	none
XP_002291616.1	THAPSDRAFT_34959	yes	1	IPR001269
XP_002291617.1	THAPSDRAFT_263006	yes	1	IPR005123
XP_002291618.1	THAPSDRAFT_263007	yes	1	IPR003582
XP_002291619.1	THAPSDRAFT_23278	yes	1	IPR000740
XP_002291620.1	THAPSDRAFT_263012	yes	1	IPR002048
XP_002291621.1	THAPSDRAFT_6504	yes	1	IPR000462
XP_002291622.1	THAPSDRAFT_28795	yes	1	IPR001611
XP_002291623.1	THAPSDRAFT_23283	no	0	none
XP_002291624.1	THAPSDRAFT_6511	yes	1	IPR003961
XP_002291625.1	THAPSDRAFT_263019	no	0	none
XP_002291626.1	THAPSDRAFT_34878	no	0	none
XP_002291627.1	THAPSDRAFT_35206	yes	1	IPR001611
XP_002291628.1	THAPSDRAFT_23288	yes	1	IPR000449
XP_002291629.1	THAPSDRAFT_19126	yes	1	IPR000571
XP_002291630.1	THAPSDRAFT_23290	no	0	none
XP_002291631.1	THAPSDRAFT_6523	no	0	none
XP_002291632.1	THAPSDRAFT_23291	yes	1	IPR002937
XP_002291633.1	THAPSDRAFT_34592	yes	1	IPR001433
XP_002291634.1	THAPSDRAFT_6528	no	0	none
XP_002291635.1	THAPSDRAFT_6531	no	0	none
XP_002291636.1	THAPSDRAFT_34702	yes	1	IPR007233
XP_002291637.1	THAPSDRAFT_6534	yes	1	IPR007599
XP_002291638.1	THAPSDRAFT_6535	yes	1	IPR001214
XP_002291639.1	THAPSDRAFT_6537	no	0	none
XP_002291640.1	THAPSDRAFT_23296	no	0	none
XP_002291641.1	THAPSDRAFT_6542	no	0	none
XP_002291642.1	THAPSDRAFT_23300	no	0	none
XP_002291643.1	THAPSDRAFT_23301	no	0	none
XP_002291644.1	THAPSDRAFT_6547	yes	1	IPR000253
XP_002291645.1	THAPSDRAFT_23303	no	0	none
XP_002291646.1	THAPSDRAFT_6551	no	0	none
XP_002291647.1	THAPSDRAFT_6552	no	0	none
XP_002291648.1	THAPSDRAFT_6555	no	0	none
XP_002291649.1	THAPSDRAFT_6558	yes	2	IPR001841,IPR003892
XP_002291650.1	THAPSDRAFT_6560	no	0	none
XP_002291651.1	THAPSDRAFT_23309	no	0	none
XP_002291652.1	THAPSDRAFT_13149	yes	1	IPR001680
XP_002291653.1	THAPSDRAFT_6567	no	0	none
XP_002291654.1	THAPSDRAFT_23313	no	0	none
XP_002291655.1	THAPSDRAFT_23314	yes	2	IPR000772,IPR002889
XP_002291656.1	THAPSDRAFT_6571	no	0	none
XP_002291657.1	THAPSDRAFT_6572	no	0	none
XP_002291658.1	THAPSDRAFT_28825	yes	2	IPR001199,IPR004835
XP_002291659.1	THAPSDRAFT_263031	yes	2	IPR000449,IPR000626
XP_002291660.1	THAPSDRAFT_35084	yes	1	IPR001040
XP_002291661.1	THAPSDRAFT_6581	no	0	none
XP_002291662.1	THAPSDRAFT_6582	no	0	none
XP_002291663.1	THAPSDRAFT_6584	yes	1	IPR002483
XP_002291664.1	THAPSDRAFT_6585	yes	1	IPR002083
XP_002291665.1	THAPSDRAFT_6589	no	0	none
XP_002291666.1	THAPSDRAFT_263034	no	0	none
XP_002291667.1	THAPSDRAFT_263035	yes	1	IPR001345
XP_002291668.1	THAPSDRAFT_6595	no	0	none
XP_002291669.1	THAPSDRAFT_6597	no	0	none
XP_002291670.1	THAPSDRAFT_41246	yes	3	IPR002792,IPR005839,IPR007197
XP_002291671.1	THAPSDRAFT_34900	yes	1	IPR005708
XP_002291672.1	THAPSDRAFT_6606	yes	1	IPR006169
XP_002291673.1	THAPSDRAFT_6608	no	0	none
XP_002291674.1	THAPSDRAFT_6610	yes	1	IPR002423
XP_002291675.1	THAPSDRAFT_17593	yes	1	IPR000209
XP_002291676.1	THAPSDRAFT_6614	no	0	none
XP_002291677.1	THAPSDRAFT_7341	no	0	none
XP_002291678.1	THAPSDRAFT_35968	no	0	none
XP_002291679.1	THAPSDRAFT_7343	yes	1	IPR000232
XP_002291680.1	THAPSDRAFT_263327	no	0	none
XP_002291681.1	THAPSDRAFT_23649	no	0	none
XP_002291682.1	THAPSDRAFT_23650	yes	2	IPR002625,IPR002885
XP_002291683.1	THAPSDRAFT_7349	no	0	none
XP_002291684.1	THAPSDRAFT_7351	no	0	none
XP_002291685.1	THAPSDRAFT_23653	yes	1	IPR006671
XP_002291686.1	THAPSDRAFT_7356	no	0	none
XP_002291687.1	THAPSDRAFT_23656	no	0	none
XP_002291688.1	THAPSDRAFT_7359	yes	1	IPR001471
XP_002291689.1	THAPSDRAFT_23658	no	0	none
XP_002291690.1	THAPSDRAFT_7363	no	0	none
XP_002291691.1	THAPSDRAFT_7365	no	0	none
XP_002291692.1	THAPSDRAFT_7366	no	0	none
XP_002291693.1	THAPSDRAFT_7367	no	0	none
XP_002291694.1	THAPSDRAFT_269322	yes	3	IPR000194,IPR000793,IPR004100
XP_002291695.1	THAPSDRAFT_263332	yes	1	IPR002110
XP_002291696.1	THAPSDRAFT_7372	yes	1	IPR001254
XP_002291697.1	THAPSDRAFT_7375	no	0	none
XP_002291698.1	THAPSDRAFT_29075	yes	1	IPR000362
XP_002291699.1	THAPSDRAFT_269325	yes	1	IPR000232
XP_002291700.1	THAPSDRAFT_23665	yes	1	IPR000232
XP_002291701.1	THAPSDRAFT_7394	no	0	none
XP_002291702.1	THAPSDRAFT_7395	no	0	none
XP_002291703.1	THAPSDRAFT_23667	no	0	none
XP_002291704.1	THAPSDRAFT_23668	no	0	none
XP_002291705.1	THAPSDRAFT_18090	no	0	none
XP_002291706.1	THAPSDRAFT_23669	no	0	none
XP_002291707.1	THAPSDRAFT_7401	no	0	none
XP_002291708.1	THAPSDRAFT_269327	yes	1	IPR007627
XP_002291709.1	THAPSDRAFT_23672	no	0	none
XP_002291710.1	THAPSDRAFT_14727	yes	3	IPR005479,IPR005481,IPR005482
XP_002291711.1	THAPSDRAFT_269328	yes	1	IPR000022
XP_002291712.1	THAPSDRAFT_23677	no	0	none
XP_002291713.1	THAPSDRAFT_7417	no	0	none
XP_002291714.1	THAPSDRAFT_7419	no	0	none
XP_002291715.1	THAPSDRAFT_7420	no	0	none
XP_002291716.1	THAPSDRAFT_263347	no	0	none
XP_002291717.1	THAPSDRAFT_7423	no	0	none
XP_002291718.1	THAPSDRAFT_23682	no	0	none
XP_002291719.1	THAPSDRAFT_7426	no	0	none
XP_002291720.1	THAPSDRAFT_23686	yes	1	IPR001678
XP_002291721.1	THAPSDRAFT_23688	no	0	none
XP_002291722.1	THAPSDRAFT_263350	yes	1	IPR005576
XP_002291723.1	THAPSDRAFT_23691	yes	1	IPR006674
XP_002291724.1	THAPSDRAFT_18624	yes	1	IPR007248
XP_002291725.1	THAPSDRAFT_7440	no	0	none
XP_002291726.1	THAPSDRAFT_7442	no	0	none
XP_002291727.1	THAPSDRAFT_270286	no	0	none
XP_002291728.1	THAPSDRAFT_7448	no	0	none
XP_002291729.1	THAPSDRAFT_7450	yes	1	IPR001611
XP_002291730.1	THAPSDRAFT_269333	no	0	none
XP_002291731.1	THAPSDRAFT_7453	no	0	none
XP_002291732.1	THAPSDRAFT_23701	no	0	none
XP_002291733.1	THAPSDRAFT_23702	no	0	none
XP_002291734.1	THAPSDRAFT_23704	yes	1	IPR004294
XP_002291735.1	THAPSDRAFT_7460	no	0	none
XP_002291736.1	THAPSDRAFT_7462	no	0	none
XP_002291737.1	THAPSDRAFT_23705	no	0	none
XP_002291738.1	THAPSDRAFT_7466	no	0	none
XP_002291739.1	THAPSDRAFT_23707	yes	1	IPR007461
XP_002291740.1	THAPSDRAFT_7469	no	0	none
XP_002291741.1	THAPSDRAFT_269335	yes	1	IPR007577
XP_002291742.1	THAPSDRAFT_263360	yes	1	IPR000760
XP_002291743.1	THAPSDRAFT_7474	yes	1	IPR010400
XP_002291744.1	THAPSDRAFT_7475	no	0	none
XP_002291745.1	THAPSDRAFT_7479	yes	1	IPR002885
XP_002291746.1	THAPSDRAFT_7480	no	0	none
XP_002291747.1	THAPSDRAFT_263365	no	0	none
XP_002291748.1	THAPSDRAFT_263366	yes	1	IPR000719
XP_002291749.1	THAPSDRAFT_23714	no	0	none
XP_002291750.1	THAPSDRAFT_35798	yes	1	IPR003959
XP_002291751.1	THAPSDRAFT_7491	yes	1	IPR005114
XP_002291752.1	THAPSDRAFT_7493	no	0	none
XP_002291753.1	THAPSDRAFT_263371	yes	1	IPR008594
XP_002291754.1	THAPSDRAFT_23719	no	0	none
XP_002291755.1	THAPSDRAFT_23720	no	0	none
XP_002291756.1	THAPSDRAFT_35780	yes	1	IPR000597
XP_002291757.1	THAPSDRAFT_269341	yes	2	IPR007052,IPR007699
XP_002291758.1	THAPSDRAFT_23724	no	0	none
XP_002291759.1	THAPSDRAFT_23725	no	0	none
XP_002291760.1	THAPSDRAFT_7505	no	0	none
XP_002291761.1	THAPSDRAFT_263375	no	0	none
XP_002291762.1	THAPSDRAFT_7507	no	0	none
XP_002291763.1	THAPSDRAFT_23726	no	0	none
XP_002291764.1	THAPSDRAFT_7513	no	0	none
XP_002291765.1	THAPSDRAFT_23728	yes	1	IPR001680
XP_002291766.1	THAPSDRAFT_7519	no	0	none
XP_002291767.1	THAPSDRAFT_29117	yes	1	IPR002842
XP_002291768.1	THAPSDRAFT_23734	no	0	none
XP_002291769.1	THAPSDRAFT_7527	no	0	none
XP_002291770.1	THAPSDRAFT_23735	no	0	none
XP_002291771.1	THAPSDRAFT_7530	no	0	none
XP_002291772.1	THAPSDRAFT_23738	no	0	none
XP_002291773.1	THAPSDRAFT_7537	yes	1	IPR007632
XP_002291774.1	THAPSDRAFT_7540	yes	1	IPR001345
XP_002291775.1	THAPSDRAFT_7541	no	0	none
XP_002291776.1	THAPSDRAFT_269348	yes	1	IPR008162
XP_002291777.1	THAPSDRAFT_35855	no	0	none
XP_002291778.1	THAPSDRAFT_7546	yes	2	IPR001375,IPR004106
XP_002291779.1	THAPSDRAFT_29139	no	0	none
XP_002291780.1	THAPSDRAFT_7550	yes	1	IPR002125
XP_002291781.1	THAPSDRAFT_7551	yes	1	IPR001164
XP_002291782.1	THAPSDRAFT_7553	no	0	none
XP_002291783.1	THAPSDRAFT_7554	no	0	none
XP_002291784.1	THAPSDRAFT_23748	yes	1	IPR000357
XP_002291785.1	THAPSDRAFT_263385	yes	1	IPR002422
XP_002291786.1	THAPSDRAFT_35896	yes	1	IPR000649
XP_002291787.1	THAPSDRAFT_263386	yes	1	IPR000407
XP_002291788.1	THAPSDRAFT_29144	yes	2	IPR001342,IPR005106
XP_002291789.1	THAPSDRAFT_23753	no	0	none
XP_002291790.1	THAPSDRAFT_7567	no	0	none
XP_002291791.1	THAPSDRAFT_23755	yes	1	IPR001478
XP_002291792.1	THAPSDRAFT_41547	yes	1	IPR001993
XP_002291793.1	THAPSDRAFT_41548	yes	1	IPR001509
XP_002291794.1	THAPSDRAFT_263389	no	0	none
XP_002291795.1	THAPSDRAFT_20292	no	0	none
XP_002291796.1	THAPSDRAFT_7576	no	0	none
XP_002291797.1	THAPSDRAFT_35932	yes	1	IPR001164
XP_002291798.1	THAPSDRAFT_7586	yes	1	IPR007145
XP_002291799.1	THAPSDRAFT_36088	yes	1	IPR001993
XP_002291800.1	THAPSDRAFT_263397	yes	1	IPR001345
XP_002291801.1	THAPSDRAFT_7596	no	0	none
XP_002291802.1	THAPSDRAFT_7597	no	0	none
XP_002291803.1	THAPSDRAFT_7600	no	0	none
XP_002291804.1	THAPSDRAFT_7602	no	0	none
XP_002291805.1	THAPSDRAFT_7603	no	0	none
XP_002291806.1	THAPSDRAFT_41566	yes	1	IPR001451
XP_002291807.1	THAPSDRAFT_7607	no	0	none
XP_002291808.1	THAPSDRAFT_7608	no	0	none
XP_002291809.1	THAPSDRAFT_26002	yes	1	IPR002023
XP_002291810.1	THAPSDRAFT_7611	yes	1	IPR001878
XP_002291811.1	THAPSDRAFT_7613	no	0	none
XP_002291812.1	THAPSDRAFT_23776	yes	1	IPR000719
XP_002291813.1	THAPSDRAFT_23777	no	0	none
XP_002291814.1	THAPSDRAFT_23778	no	0	none
XP_002291815.1	THAPSDRAFT_23780	yes	1	IPR005821
XP_002291816.1	THAPSDRAFT_23782	no	0	none
XP_002291817.1	THAPSDRAFT_23784	no	0	none
XP_002291818.1	THAPSDRAFT_7628	yes	1	IPR001810
XP_002291819.1	THAPSDRAFT_7630	no	0	none
XP_002291820.1	THAPSDRAFT_7633	no	0	none
XP_002291821.1	THAPSDRAFT_29183	yes	1	IPR000891
XP_002291822.1	THAPSDRAFT_263409	yes	1	IPR005801
XP_002291823.1	THAPSDRAFT_19526	no	0	none
XP_002291824.1	THAPSDRAFT_7638	no	0	none
XP_002291825.1	THAPSDRAFT_41583	yes	1	IPR001680
XP_002291826.1	THAPSDRAFT_7641	no	0	none
XP_002291827.1	THAPSDRAFT_7642	no	0	none
XP_002291828.1	THAPSDRAFT_23792	yes	1	IPR002921
XP_002291829.1	THAPSDRAFT_35810	yes	1	IPR002198
XP_002291830.1	THAPSDRAFT_7647	yes	1	IPR001005
XP_002291831.1	THAPSDRAFT_7649	no	0	none
XP_002291832.1	THAPSDRAFT_23794	no	0	none
XP_002291833.1	THAPSDRAFT_23795	no	0	none
XP_002291834.1	THAPSDRAFT_23796	no	0	none
XP_002291835.1	THAPSDRAFT_7656	no	0	none
XP_002291836.1	THAPSDRAFT_23800	yes	1	IPR002110
XP_002291837.1	THAPSDRAFT_23801	yes	1	IPR000232
XP_002291838.1	THAPSDRAFT_23802	yes	1	IPR000232
XP_002291839.1	THAPSDRAFT_35984	no	0	none
XP_002291840.1	THAPSDRAFT_35808	yes	1	IPR006917
XP_002291841.1	THAPSDRAFT_7667	no	0	none
XP_002291842.1	THAPSDRAFT_7672	no	0	none
XP_002291843.1	THAPSDRAFT_35871	yes	1	IPR006140
XP_002291844.1	THAPSDRAFT_263425	yes	1	IPR001345
XP_002291845.1	THAPSDRAFT_7679	no	0	none
XP_002291846.1	THAPSDRAFT_263428	yes	1	IPR001680
XP_002291847.1	THAPSDRAFT_23811	yes	1	IPR003439
XP_002291848.1	THAPSDRAFT_263431	yes	2	IPR001431,IPR007863
XP_002291849.1	THAPSDRAFT_35816	yes	1	IPR000173
XP_002291850.1	THAPSDRAFT_7686	no	0	none
XP_002291851.1	THAPSDRAFT_7687	no	0	none
XP_002291852.1	THAPSDRAFT_23812	no	0	none
XP_002291853.1	THAPSDRAFT_23814	yes	2	IPR002350,IPR011497
XP_002291854.1	THAPSDRAFT_7692	no	0	none
XP_002291855.1	THAPSDRAFT_23816	no	0	none
XP_002291856.1	THAPSDRAFT_7695	yes	2	IPR000225,IPR001611
XP_002291857.1	THAPSDRAFT_23817	no	0	none
XP_002291858.1	THAPSDRAFT_7699	yes	1	IPR007272
XP_002291859.1	THAPSDRAFT_23819	no	0	none
XP_002291860.1	THAPSDRAFT_7702	no	0	none
XP_002291861.1	THAPSDRAFT_7704	yes	3	IPR001327,IPR001763,IPR004099
XP_002291862.1	THAPSDRAFT_7708	no	0	none
XP_002291863.1	THAPSDRAFT_7709	yes	1	IPR002110
XP_002291864.1	THAPSDRAFT_269376	yes	2	IPR001650,IPR011545
XP_002291865.1	THAPSDRAFT_23825	no	0	none
XP_002291866.1	THAPSDRAFT_36045	yes	1	IPR000608
XP_002291867.1	THAPSDRAFT_7716	yes	2	IPR000571,IPR001841
XP_002291868.1	THAPSDRAFT_35764	yes	1	IPR004113
XP_002291869.1	THAPSDRAFT_23828	no	0	none
XP_002291870.1	THAPSDRAFT_23829	no	0	none
XP_002291871.1	THAPSDRAFT_7723	no	0	none
XP_002291872.1	THAPSDRAFT_7727	no	0	none
XP_002291873.1	THAPSDRAFT_7729	no	0	none
XP_002291874.1	THAPSDRAFT_23835	no	0	none
XP_002291875.1	THAPSDRAFT_23836	no	0	none
XP_002291876.1	THAPSDRAFT_7734	no	0	none
XP_002291877.1	THAPSDRAFT_23841	no	0	none
XP_002291878.1	THAPSDRAFT_18503	yes	1	IPR006662
XP_002291879.1	THAPSDRAFT_7743	no	0	none
XP_002291880.1	THAPSDRAFT_17747	yes	1	IPR001196
XP_002291881.1	THAPSDRAFT_23847	yes	1	IPR002816
XP_002291882.1	THAPSDRAFT_7752	no	0	none
XP_002291883.1	THAPSDRAFT_23851	no	0	none
XP_002291884.1	THAPSDRAFT_263452	yes	1	IPR001254
XP_002291885.1	THAPSDRAFT_269386	yes	1	IPR001254
XP_002291886.1	THAPSDRAFT_23856	no	0	none
XP_002291887.1	THAPSDRAFT_7768	no	0	none
XP_002291888.1	THAPSDRAFT_41637	yes	1	IPR002641
XP_002291889.1	THAPSDRAFT_7771	yes	1	IPR001159
XP_002291890.1	THAPSDRAFT_23865	no	0	none
XP_002291891.1	THAPSDRAFT_35963	yes	1	IPR000868
XP_002291892.1	THAPSDRAFT_7775	yes	1	IPR005123
XP_002291893.1	THAPSDRAFT_263456	yes	1	IPR010342
XP_002291894.1	THAPSDRAFT_269387	yes	1	IPR003675
XP_002291895.1	THAPSDRAFT_29244	yes	1	IPR002130
XP_002291896.1	THAPSDRAFT_263459	no	0	none
XP_002291897.1	THAPSDRAFT_7786	no	0	none
XP_002291898.1	THAPSDRAFT_263461	yes	1	IPR004033
XP_002291899.1	THAPSDRAFT_7789	yes	1	IPR001087
XP_002291900.1	THAPSDRAFT_7790	no	0	none
XP_002291901.1	THAPSDRAFT_269391	no	0	none
XP_002291902.1	THAPSDRAFT_7794	no	0	none
XP_002291903.1	THAPSDRAFT_7796	yes	1	IPR002110
XP_002291904.1	THAPSDRAFT_7798	yes	1	IPR007734
XP_002291905.1	THAPSDRAFT_269392	yes	1	IPR002794
XP_002291906.1	THAPSDRAFT_7801	no	0	none
XP_002291907.1	THAPSDRAFT_23881	no	0	none
XP_002291908.1	THAPSDRAFT_7805	yes	1	IPR001395
XP_002291909.1	THAPSDRAFT_7806	no	0	none
XP_002291910.1	THAPSDRAFT_36015	yes	1	IPR007248
XP_002291911.1	THAPSDRAFT_269395	no	0	none
XP_002291912.1	THAPSDRAFT_23887	yes	1	IPR002885
XP_002291913.1	THAPSDRAFT_7815	yes	1	IPR006970
XP_002291914.1	THAPSDRAFT_7818	no	0	none
XP_002291915.1	THAPSDRAFT_7825	no	0	none
XP_002291916.1	THAPSDRAFT_263472	no	0	none
XP_002291917.1	THAPSDRAFT_7828	no	0	none
XP_002291918.1	THAPSDRAFT_7830	yes	1	IPR000337
XP_002291919.1	THAPSDRAFT_23894	yes	1	IPR006970
XP_002291920.1	THAPSDRAFT_270199	no	0	none
XP_002291921.1	THAPSDRAFT_23648	no	0	none
XP_002291922.1	THAPSDRAFT_23651	no	0	none
XP_002291923.1	THAPSDRAFT_13064	yes	1	IPR004308
XP_002291924.1	THAPSDRAFT_7353	no	0	none
XP_002291925.1	THAPSDRAFT_23654	no	0	none
XP_002291926.1	THAPSDRAFT_7355	no	0	none
XP_002291927.1	THAPSDRAFT_23655	yes	1	IPR003428
XP_002291928.1	THAPSDRAFT_23657	yes	1	IPR000971
XP_002291929.1	THAPSDRAFT_269320	yes	1	IPR001509
XP_002291930.1	THAPSDRAFT_23660	no	0	none
XP_002291931.1	THAPSDRAFT_7368	no	0	none
XP_002291932.1	THAPSDRAFT_7370	no	0	none
XP_002291933.1	THAPSDRAFT_23662	yes	1	IPR001254
XP_002291934.1	THAPSDRAFT_7374	no	0	none
XP_002291935.1	THAPSDRAFT_7376	no	0	none
XP_002291936.1	THAPSDRAFT_7378	yes	1	IPR001611
XP_002291937.1	THAPSDRAFT_7379	yes	1	IPR000232
XP_002291938.1	THAPSDRAFT_93	yes	1	IPR002076
XP_002291939.1	THAPSDRAFT_23666	no	0	none
XP_002291940.1	THAPSDRAFT_23671	no	0	none
XP_002291941.1	THAPSDRAFT_7404	no	0	none
XP_002291942.1	THAPSDRAFT_7406	no	0	none
XP_002291943.1	THAPSDRAFT_263343	yes	1	IPR002539
XP_002291944.1	THAPSDRAFT_263344	no	0	none
XP_002291945.1	THAPSDRAFT_17310	yes	1	IPR001345
XP_002291946.1	THAPSDRAFT_23674	no	0	none
XP_002291947.1	THAPSDRAFT_23675	no	0	none
XP_002291948.1	THAPSDRAFT_13887	yes	1	IPR011531
XP_002291949.1	THAPSDRAFT_23679	no	0	none
XP_002291950.1	THAPSDRAFT_7416	no	0	none
XP_002291951.1	THAPSDRAFT_263346	yes	1	IPR001611
XP_002291952.1	THAPSDRAFT_35911	no	0	none
XP_002291953.1	THAPSDRAFT_7424	no	0	none
XP_002291954.1	THAPSDRAFT_35818	yes	1	IPR001806
XP_002291955.1	THAPSDRAFT_23684	no	0	none
XP_002291956.1	THAPSDRAFT_23685	no	0	none
XP_002291957.1	THAPSDRAFT_263349	yes	1	IPR003439
XP_002291958.1	THAPSDRAFT_23689	no	0	none
XP_002291959.1	THAPSDRAFT_7435	yes	1	IPR002495
XP_002291960.1	THAPSDRAFT_23692	no	0	none
XP_002291961.1	THAPSDRAFT_23694	no	0	none
XP_002291962.1	THAPSDRAFT_17579	yes	1	IPR008913
XP_002291963.1	THAPSDRAFT_7444	no	0	none
XP_002291964.1	THAPSDRAFT_7445	no	0	none
XP_002291965.1	THAPSDRAFT_7446	no	0	none
XP_002291966.1	THAPSDRAFT_23697	yes	3	IPR001202,IPR001623,IPR003900
XP_002291967.1	THAPSDRAFT_23698	no	0	none
XP_002291968.1	THAPSDRAFT_7451	no	0	none
XP_002291969.1	THAPSDRAFT_23700	yes	1	IPR000726
XP_002291970.1	THAPSDRAFT_7458	yes	1	IPR007803
XP_002291971.1	THAPSDRAFT_263354	yes	1	IPR002894
XP_002291972.1	THAPSDRAFT_23706	no	0	none
XP_002291973.1	THAPSDRAFT_35956	yes	1	IPR003000
XP_002291974.1	THAPSDRAFT_35934	yes	1	IPR003088
XP_002291975.1	THAPSDRAFT_7471	no	0	none
XP_002291976.1	THAPSDRAFT_263361	yes	1	IPR001054
XP_002291977.1	THAPSDRAFT_36053	yes	2	IPR000719,IPR002110
XP_002291978.1	THAPSDRAFT_263363	yes	1	IPR002110
XP_002291979.1	THAPSDRAFT_7478	no	0	none
