Entry	Gene Names	InterPro	Pfam	Protein names
B8BQS0	THAPSDRAFT_260922	IPR016181;IPR004616;IPR042203;	PF03588;	Leucyl/phenylalanyl-tRNA--protein transferase
B8BQS1	THAPSDRAFT_20804		PF02672;	CP12 domain-containing protein
B8BQS2	THAPSDRAFT_260923	IPR031730;IPR038152;IPR003696;IPR051338;	PF16861;PF02543;	Carbamoyltransferase
B8BQS4	THAPSDRAFT_1381			Uncharacterized protein
B8BQS5	THAPSDRAFT_1382	IPR044992;IPR029062;		Uncharacterized protein
B8BQS7	THAPSDRAFT_20807	IPR032801;	PF13911;	Uncharacterized protein
B8BQS8	THAPSDRAFT_1385	IPR038770;IPR016833;	PF13593;	Uncharacterized protein
B8BQS9	THAPSDRAFT_20808			Uncharacterized protein
B8BQT0	THAPSDRAFT_260925	IPR002125;IPR016193;	PF00383;	CMP/dCMP-type deaminase domain-containing protein
B8BQT1	THAPSDRAFT_1388		PF17963;	Uncharacterized protein
B8BQT2	THAPSDRAFT_260926	IPR001611;IPR032675;	PF00560;	L domain-like protein
B8BQT3	THAPSDRAFT_30887	IPR001199;IPR036400;IPR018506;IPR050668;	PF00173;	Cytochrome b5 heme-binding domain-containing protein
B8BQT6	THAPSDRAFT_20812			Uncharacterized protein
B8BQT8	ADH1 THAPSDRAFT_1394	IPR013149;IPR013154;IPR002328;IPR020843;IPR011032;IPR036291;IPR050129;	PF08240;PF00107;	Probable alcohol dehydrogenase (EC 1.1.1.1)
B8BQT9	THAPSDRAFT_20813			Uncharacterized protein
B8BQU0	THAPSDRAFT_20814	IPR012677;IPR035979;IPR000504;		RRM domain-containing protein
B8BQU1	THAPSDRAFT_1397	IPR016181;IPR017380;		Histone acetyltransferase
B8BQU7	THAPSDRAFT_260937	IPR011009;IPR000719;IPR017441;IPR008271;	PF00069;	Protein kinase domain-containing protein
B8BQU8	THAPSDRAFT_20817	IPR019099;	PF09656;	Uncharacterized protein
B8BQV0	THAPSDRAFT_1407			Uncharacterized protein
B8BQV1	THAPSDRAFT_1408			Pentacotripeptide-repeat region of PRORP domain-containing protein
B8BQV3	THAPSDRAFT_20819			Uncharacterized protein
B8BQV4	THAPSDRAFT_31046	IPR047324;IPR050484;IPR011004;		Gamma carbonic anhydrase family protein
B8BQV5	THAPSDRAFT_30990	IPR050791;IPR036812;IPR023210;	PF00248;	NADP-dependent oxidoreductase domain-containing protein
B8BQV6	THAPSDRAFT_1412	IPR046345;		TraB family protein
B8BQV7	THAPSDRAFT_260941	IPR050324;IPR000462;IPR043130;IPR004570;	PF01066;	Cdp-alcohol phosphatidyl transferase
B8BQV8	THAPSDRAFT_260942	IPR013813;IPR035959;	PF14588;	Endoribonuclease L-PSP/chorismate mutase-like domain-containing protein
B8BQW0	THAPSDRAFT_1415	IPR050710;IPR001107;IPR036013;	PF01145;	Band 7 domain-containing protein
B8BQW2	THAPSDRAFT_30971	IPR036300;IPR016093;	PF02815;	MIR domain-containing protein
B8BQW3	THAPSDRAFT_1417	IPR047831;IPR019336;	PF10192;	GPR180/TMEM145 transmembrane domain-containing protein
B8BQW5	THAPSDRAFT_20821	IPR014044;IPR035940;IPR001283;	PF00188;	SCP domain-containing protein
B8BQW6	THAPSDRAFT_1420			Uncharacterized protein
B8BQW9	THAPSDRAFT_268024	IPR029063;		Methyltransferase
B8BQX2	THAPSDRAFT_1426	IPR053199;IPR027417;		CobW/HypB/UreG nucleotide-binding domain-containing protein
B8BQX4	THAPSDRAFT_1428			Glutaredoxin domain-containing protein
B8BQX5	THAPSDRAFT_1429	IPR001214;IPR046341;IPR050600;	PF00856;	SET domain-containing protein
B8BQX7	THAPSDRAFT_31223	IPR011009;IPR015433;IPR000403;IPR036940;IPR018936;IPR057754;	PF00454;	1-phosphatidylinositol 4-kinase (EC 2.7.1.67)
B8BQX8	THAPSDRAFT_20825	IPR027450;IPR037151;IPR032854;IPR005123;	PF13532;	Fe2OG dioxygenase domain-containing protein
B8BQX9	THAPSDRAFT_1432			Uncharacterized protein
B8BQY0	THAPSDRAFT_31142	IPR009071;IPR036910;IPR050342;	PF00505;	HMG box domain-containing protein
B8BQY1	THAPSDRAFT_20827	IPR002781;IPR051598;	PF01925;	Membrane transporter protein
B8BQY2	THAPSDRAFT_20828			Uncharacterized protein
B8BQY3	THAPSDRAFT_1436	IPR004843;IPR029052;IPR011050;IPR003368;IPR051918;	PF02415;PF00149;	Calcineurin-like phosphoesterase domain-containing protein
B8BQY4	THAPSDRAFT_20829	IPR007065;IPR058581;	PF04982;	HPP transmembrane region domain-containing protein
B8BQY6	THAPSDRAFT_20831			Uncharacterized protein
B8BQY7	THAPSDRAFT_1440			Uncharacterized protein
B8BQY8	THAPSDRAFT_20832	IPR007065;IPR058581;	PF04982;	HPP transmembrane region domain-containing protein
B8BQY9	THAPSDRAFT_31216	IPR004839;IPR050087;IPR015424;IPR015421;IPR015422;	PF00155;	Oxononanoate synthase (EC 2.3.1.47)
B8BQZ0	THAPSDRAFT_260953	IPR036291;IPR003462;IPR023401;	PF02423;	Ornithine cyclodeaminase (EC 4.3.1.12)
B8BQZ1	THAPSDRAFT_1444			Uncharacterized protein
B8BQZ2	THAPSDRAFT_31035	IPR041517;IPR046449;IPR036034;IPR009003;IPR043504;IPR001940;	PF17815;PF13365;	Trypsin-like serine protease
B8BQZ4	THAPSDRAFT_1446	IPR027417;	PF13500;	Uncharacterized protein
B8BQZ5	THAPSDRAFT_20833	IPR019410;IPR029063;	PF10294;	FAM86 N-terminal domain-containing protein
B8BQZ6	Sig1 THAPSDRAFT_12821	IPR050969;IPR000742;IPR002049;	PF23106;	EGF-like domain-containing protein
B8BQZ7	THAPSDRAFT_1449			Transmembrane protein
B8BQZ8	THAPSDRAFT_1450	IPR036010;IPR001041;IPR001055;IPR012675;	PF00111;	2Fe-2S ferredoxin-type domain-containing protein
B8BQZ9	THAPSDRAFT_1451	IPR029055;IPR000426;	PF10584;	Proteasome alpha-type subunits domain-containing protein
B8BR00	THAPSDRAFT_20834	IPR051943;		Uncharacterized protein
B8BR01	THAPSDRAFT_20835			Uncharacterized protein
B8BR02	THAPSDRAFT_1455			Uncharacterized protein
B8BR03	IDH1 THAPSDRAFT_1456	IPR004436;	PF03971;	Isocitrate dehydrogenase (NADP(+))
B8BR04	THAPSDRAFT_1457	IPR039269;IPR003961;IPR036116;IPR013783;	PF00041;	Fibronectin type-III domain-containing protein
B8BR05	THAPSDRAFT_20837			Uncharacterized protein
B8BR07	THAPSDRAFT_1460	IPR051419;IPR029063;		Methyltransferase domain-containing protein
B8BR10	THAPSDRAFT_1464			Uncharacterized protein
B8BR11	THAPSDRAFT_1465	IPR006571;	PF07534;	Oxidation resistance protein 1
B8BR13	THAPSDRAFT_1467	IPR003409;	PF02493;	Uncharacterized protein
B8BR14	THAPSDRAFT_31404	IPR027073;IPR004859;	PF03159;	Xrn1 N-terminal domain-containing protein
B8BR16	THAPSDRAFT_1470	IPR027417;		Uncharacterized protein
B8BR18	THAPSDRAFT_20843			Uncharacterized protein
B8BR19	THAPSDRAFT_30979	IPR019808;IPR001310;IPR011146;IPR036265;	PF01230;	HIT domain-containing protein
B8BR20	THAPSDRAFT_260962	IPR001763;IPR036873;	PF00581;	Rhodanese domain-containing protein
B8BR21	THAPSDRAFT_39141	IPR001763;IPR036873;	PF00581;	Rhodanese domain-containing protein
B8BR22	THAPSDRAFT_20845	IPR007378;	PF04278;	Uncharacterized protein
B8BR23	THAPSDRAFT_1477	IPR013078;IPR029033;IPR050275;	PF00300;	Phosphoglycerate mutase
B8BR24	THAPSDRAFT_260965	IPR046834;IPR019195;IPR046833;IPR049069;IPR027417;	PF09818;PF20446;PF21117;	Uncharacterized protein
B8BR25	THAPSDRAFT_1479	IPR004166;IPR051852;IPR011009;IPR036465;	PF02816;	Alpha-type protein kinase domain-containing protein
B8BR27	THAPSDRAFT_1481			Uncharacterized protein
B8BR28	THAPSDRAFT_20847			Uncharacterized protein
B8BR29	THAPSDRAFT_20848	IPR001251;IPR036865;	PF00650;	CRAL-TRIO domain-containing protein
B8BR33	THAPSDRAFT_1487	IPR008580;IPR042266;	PF05903;	PPPDE domain-containing protein
B8BR37	nhe3 THAPSDRAFT_260975	IPR006153;IPR038770;	PF00999;	Na+/H+ exchange protein also known as sodium:hydrogen antiporter
B8BR38	THAPSDRAFT_1492			Uncharacterized protein
B8BR39	THAPSDRAFT_20854	IPR046539;	PF20253;	DUF6604 domain-containing protein
B8BR41	THAPSDRAFT_1495	IPR008805;	PF05914;	Flagellar protofilament ribbon like protein
B8BR47	THAPSDRAFT_12960	IPR011989;IPR016024;IPR026825;IPR021841;	PF24987;PF12755;PF11916;	Vacuolar protein 14 C-terminal Fig4-binding domain-containing protein
B8BR48	THAPSDRAFT_1502			LRAT domain-containing protein
B8BR49	THAPSDRAFT_260982			Uncharacterized protein
B8BR50	THAPSDRAFT_268043	IPR026057;	PF13839;	Trichome birefringence-like C-terminal domain-containing protein
B8BR51	THAPSDRAFT_268044			Uncharacterized protein
B8BR54	THAPSDRAFT_1506			Roadblock/LAMTOR2 domain-containing protein
B8BR59	THAPSDRAFT_1512			Uncharacterized protein
B8BR60	THAPSDRAFT_260991	IPR051938;IPR002939;IPR001623;IPR018253;IPR008971;IPR036869;	PF00226;PF01556;	DnaJ chaperone
B8BR61	THAPSDRAFT_30976	IPR046357;IPR001179;	PF00254;	peptidylprolyl isomerase (EC 5.2.1.8)
B8BR63	THAPSDRAFT_20864			Uncharacterized protein
B8BR65	THAPSDRAFT_20866	IPR009044;IPR013742;	PF08536;	Uncharacterized protein
B8BR66	THAPSDRAFT_31108	IPR001830;IPR036412;IPR023214;IPR003337;	PF00982;PF02358;	Uncharacterized protein
B8BR67	THAPSDRAFT_1520			Uncharacterized protein
B8BR70	THAPSDRAFT_14924	IPR053937;IPR009637;	PF06814;	GOST seven transmembrane domain-containing protein
B8BR71	THAPSDRAFT_20870	IPR046341;IPR050600;		SET domain-containing protein
B8BR72	THAPSDRAFT_1526	IPR001251;IPR036865;IPR036273;IPR051026;	PF00650;	CRAL-TRIO domain-containing protein
B8BR73	THAPSDRAFT_31562	IPR002696;	PF01809;	Membrane protein insertion efficiency factor
B8BR74	THAPSDRAFT_1527			Uncharacterized protein
B8BR76	THAPSDRAFT_260998	IPR013057;	PF01490;	Amino acid transport system
B8BR78	THAPSDRAFT_20873	IPR039881;IPR022035;	PF12237;	PCIF1 WW domain-containing protein
B8BR79	THAPSDRAFT_1533			Nudix hydrolase domain-containing protein
B8BR80	THAPSDRAFT_20874	IPR003593;IPR003439;IPR027417;IPR005226;	PF00005;PF03649;	ABC transporter domain-containing protein
B8BR81	THAPSDRAFT_20875	IPR037185;IPR050186;		Sugar phosphate transporter domain-containing protein
B8BR82	THAPSDRAFT_261001			Uncharacterized protein
B8BR83	THAPSDRAFT_1537	IPR016098;IPR012945;IPR039093;	PF07986;	Tubulin binding cofactor C-like domain-containing protein
B8BR84	THAPSDRAFT_261002	IPR015943;IPR036322;IPR001680;	PF00400;	Uncharacterized protein
B8BR85	THAPSDRAFT_1539			Uncharacterized protein
B8BR86	THAPSDRAFT_20877	IPR021150;IPR007129;IPR001202;IPR036020;	PF03981;PF00397;	WW domain-containing protein
B8BR89	THAPSDRAFT_1543			Uncharacterized protein
B8BR90	THAPSDRAFT_20880	IPR029052;IPR018946;IPR038607;	PF09423;	PhoD-like phosphatase metallophosphatase domain-containing protein
B8BR91	THAPSDRAFT_20881			Uncharacterized protein
B8BR92	THAPSDRAFT_39173	IPR002699;	PF01813;	V-type h-atpase subunit (EC 3.6.3.14)
B8BR93	THAPSDRAFT_268059	IPR055304;IPR009069;		CHCH domain-containing protein
B8BR95	THAPSDRAFT_20884			Uncharacterized protein
B8BR96	THAPSDRAFT_1551			Uncharacterized protein
B8BRA0	THAPSDRAFT_1555	IPR043596;		Trichohyalin-plectin-homology domain-containing protein
B8BRA1	THAPSDRAFT_31375	IPR001310;IPR011146;IPR036265;	PF11969;	HIT domain-containing protein
B8BRA3	THAPSDRAFT_1557			Uncharacterized protein
B8BRA5	THAPSDRAFT_20888			Uncharacterized protein
B8BRA8	THAPSDRAFT_261017	IPR016461;IPR001077;IPR029063;	PF00891;	O-methyltransferase
B8BRA9	THAPSDRAFT_1563	IPR000073;IPR029058;IPR052370;	PF12697;	AB hydrolase-1 domain-containing protein
B8BRB0	THAPSDRAFT_1564	IPR040441;IPR007714;	PF05018;	CFA20 domain-containing protein
B8BRB1	THAPSDRAFT_31075	IPR001054;IPR029787;	PF00211;	Guanylate cyclase domain-containing protein
B8BRB3	THAPSDRAFT_1566	IPR013882;IPR033316;	PF08573;	DNA endonuclease activator Ctp1 C-terminal domain-containing protein
B8BRB5	THAPSDRAFT_1568	IPR023393;		START domain-containing protein
B8BRB7	THAPSDRAFT_20891			Cytochrome b561 domain-containing protein
B8BRB8	THAPSDRAFT_20892			Phytase-like domain-containing protein
B8BRB9	THAPSDRAFT_30862	IPR042246;IPR001878;IPR036875;	PF00098;	CCHC-type domain-containing protein
B8BRC0	THAPSDRAFT_20893			Uncharacterized protein
B8BRC1	THAPSDRAFT_261023	IPR001611;IPR003591;IPR032675;IPR050216;IPR055414;	PF23598;	Disease resistance R13L4/SHOC-2-like LRR domain-containing protein
B8BRC2	THAPSDRAFT_261024	IPR029058;IPR001563;	PF00450;	Serine carboxypeptidase (EC 3.4.16.-)
B8BRC3	THAPSDRAFT_31215	IPR001451;IPR047324;IPR050484;IPR011004;	PF00132;	Gamma carbonic anhydrase family protein
B8BRC5	THAPSDRAFT_261027	IPR009068;IPR000738;	PF00458;	WHEP-TRS domain-containing protein
B8BRC6	THAPSDRAFT_268070	IPR029144;IPR037158;IPR004450;IPR051166;IPR036052;	PF24857;PF14821;	Threonine synthase (EC 4.2.3.1)
B8BRD5	THAPSDRAFT_1587			BZIP domain-containing protein
B8BRD6	THAPSDRAFT_1588	IPR006553;IPR032675;		Uncharacterized protein
B8BRD8	THAPSDRAFT_20904	IPR029039;IPR005025;IPR006594;	PF03358;PF16045;	NADPH-dependent FMN reductase-like domain-containing protein
B8BRD9	THAPSDRAFT_1591			Uncharacterized protein
B8BRE0	THAPSDRAFT_261036	IPR001611;IPR032675;	PF00560;	Receptor protein kinase
B8BRE2	THAPSDRAFT_1594			Uncharacterized protein
B8BRE3	THAPSDRAFT_1595	IPR001478;IPR036034;	PF00595;	PDZ domain-containing protein
B8BRE4	THAPSDRAFT_20907			Helicase-associated domain-containing protein
B8BRE5	THAPSDRAFT_1597			Uncharacterized protein
B8BRE6	THAPSDRAFT_31006	IPR050574;IPR034694;IPR036567;IPR003489;IPR032528;IPR038416;	PF16321;PF02482;	Light-repressed protein a
B8BRE7	THAPSDRAFT_1599			Uncharacterized protein
B8BRF0	THAPSDRAFT_1602	IPR010378;IPR055428;IPR055427;	PF23643;PF06159;	Uncharacterized protein
B8BRF1	THAPSDRAFT_261041	IPR016181;IPR030700;IPR007472;	PF04377;	Arginine-trna-protein transferase (EC 2.3.2.8)
B8BRF2	THAPSDRAFT_20909			Uncharacterized protein
B8BRF5	THAPSDRAFT_30915	IPR050078;IPR029063;	PF06325;	ETFB lysine methyltransferase (Protein N-lysine methyltransferase METTL20)
B8BRF7	THAPSDRAFT_20912			Uncharacterized protein
B8BRF8	THAPSDRAFT_1611	IPR021434;	PF11282;	Uncharacterized protein
B8BRG0	THAPSDRAFT_261047	IPR002067;IPR023395;IPR018108;	PF00153;	Mitochondrial energy transfer protein
B8BRG1	THAPSDRAFT_20915			Uncharacterized protein
B8BRG2	THAPSDRAFT_1615	IPR013272;IPR046757;	PF05764;PF08265;	Vps72/YL1 C-terminal domain-containing protein
B8BRG3	THAPSDRAFT_20916	IPR040456;		Uncharacterized protein
B8BRG4	THAPSDRAFT_268078	IPR011701;IPR020846;IPR051068;IPR036259;	PF07690;	Major facilitator superfamily (MFS) profile domain-containing protein
B8BRG5	THAPSDRAFT_268080	IPR032710;IPR002075;IPR018222;IPR039539;	PF02136;	NTF2 domain-containing protein
B8BRG8	THAPSDRAFT_1621	IPR000744;IPR011990;	PF14938;	Uncharacterized protein
B8BRH2	CLPC2 THAPSDRAFT_30851	IPR003593;IPR003959;IPR019489;IPR036628;IPR004176;IPR001270;IPR028299;IPR041546;IPR050130;IPR027417;	PF00004;PF07724;PF17871;PF02861;PF10431;	Member of the clp superfamily, regulatory gamma subunit
B8BRH3	THAPSDRAFT_1626	IPR036412;IPR023214;IPR010036;	PF12689;	Magnesium-dependent phosphatase-1
B8BRH4	THAPSDRAFT_20922	IPR009976;IPR048627;	PF07393;	Exocyst complex component Sec10-like alpha-helical bundle domain-containing protein
B8BRH5	THAPSDRAFT_1628	IPR001763;IPR036873;IPR040503;	PF00581;PF17773;	Rhodanese domain-containing protein
B8BRH6	THAPSDRAFT_1629			Uncharacterized protein
B8BRH7	THAPSDRAFT_31629	IPR050969;IPR000742;IPR013111;IPR002049;	PF07974;PF00053;	EGF-like domain-containing protein
B8BRH8	THAPSDRAFT_20923	IPR045866;IPR009688;	PF06916;	DUF1279 domain-containing protein
B8BRH9	THAPSDRAFT_20924			Uncharacterized protein
B8BRI0	THAPSDRAFT_20925	IPR012388;IPR036915;IPR006671;	PF00134;	Cyclin N-terminal domain-containing protein
B8BRI1	THAPSDRAFT_1634			Uncharacterized protein
B8BRI2	THAPSDRAFT_1636	IPR058533;IPR027469;IPR050681;	PF01545;	Cation efflux protein transmembrane domain-containing protein
B8BRI3	THAPSDRAFT_1637			Uncharacterized protein
B8BRI4	THAPSDRAFT_1638			Uncharacterized protein
B8BRI5	THAPSDRAFT_13134	IPR004147;IPR011009;IPR050154;	PF03109;	ABC1 atypical kinase-like domain-containing protein
B8BRI6	THAPSDRAFT_20927	IPR000620;IPR037185;	PF00892;	EamA domain-containing protein
B8BRI9	THAPSDRAFT_1643	IPR002123;	PF01553;	Phospholipid/glycerol acyltransferase domain-containing protein
B8BRJ0	THAPSDRAFT_1644	IPR011009;IPR000719;IPR001245;IPR050167;	PF07714;	Protein kinase domain-containing protein
B8BRJ1	THAPSDRAFT_1645	IPR002653;	PF01754;	A20-type domain-containing protein
B8BRJ2	THAPSDRAFT_20930	IPR013785;IPR040072;IPR007197;		Radical SAM core domain-containing protein
B8BRJ3	THAPSDRAFT_20931			Uncharacterized protein
B8BRJ4	THAPSDRAFT_20932	IPR050410;IPR036691;		Uncharacterized protein
B8BRJ5	THAPSDRAFT_1649	IPR040239;IPR006597;IPR011990;	PF08238;	Uncharacterized protein
B8BRJ6	THAPSDRAFT_1650	IPR011701;IPR036259;	PF07690;	Uncharacterized protein
B8BRJ8	THAPSDRAFT_20933			Uncharacterized protein
B8BRJ9	THAPSDRAFT_1653			Uncharacterized protein
B8BRK0	THAPSDRAFT_17110	IPR006073;IPR019991;IPR016478;IPR027417;	PF01926;	G domain-containing protein
B8BRK1	THAPSDRAFT_268084	IPR017862;IPR004015;	PF02731;	SKI-interacting protein SKIP SNW domain-containing protein
B8BRK2	THAPSDRAFT_261059	IPR009448;IPR040694;IPR040692;	PF18401;PF18402;	Uncharacterized protein
B8BRK3	THAPSDRAFT_30981	IPR036291;IPR020904;IPR002347;IPR045000;	PF13561;	Tropinone reductase
B8BRK4	THAPSDRAFT_20935	IPR013083;	PF13832;	PHD-type domain-containing protein
B8BRK6	TPSIL2 THAPSDRAFT_25921			Silaffin protein
B8BRK7	THAPSDRAFT_261063	IPR001279;IPR036866;	PF12706;	Metallo-beta-lactamase domain-containing protein
B8BRK8	THAPSDRAFT_261064	IPR011006;IPR001789;		Response regulatory domain-containing protein
B8BRK9	THAPSDRAFT_261065	IPR003018;IPR029016;	PF01590;	GAF domain-containing protein
B8BRL1	THAPSDRAFT_1665	IPR036010;IPR001041;IPR006058;IPR012675;	PF00111;	2Fe-2S ferredoxin-type domain-containing protein
B8BRL2	THAPSDRAFT_1666	IPR007378;	PF04278;	Uncharacterized protein
B8BRL4	THAPSDRAFT_1668	IPR050817;IPR001623;IPR036869;	PF00226;	J domain-containing protein
B8BRL6	THAPSDRAFT_268092	IPR036291;IPR003462;IPR023401;	PF02423;	Ornithine cyclodeaminase (EC 4.3.1.12)
B8BRL7	THAPSDRAFT_1672	IPR029058;	PF03403;	1-alkyl-2-acetylglycerophosphocholine esterase (EC 3.1.1.47)
B8BRL9	THAPSDRAFT_1674	IPR032675;		Uncharacterized protein
B8BRM0	THAPSDRAFT_20944	IPR008166;	PF01697;	Glycosyltransferase family 92 protein
B8BRM1	THAPSDRAFT_1676			Uncharacterized protein
B8BRM3	THAPSDRAFT_31121	IPR012677;IPR034168;IPR035979;IPR000504;	PF00076;	RRM domain-containing protein
B8BRM4	THAPSDRAFT_20946	IPR002110;IPR036770;IPR052420;	PF12796;	Uncharacterized protein
B8BRM5	THAPSDRAFT_1680	IPR002903;IPR023397;IPR029063;	PF01795;	Uncharacterized protein
B8BRM7	THAPSDRAFT_31661	IPR013785;IPR017853;IPR008811;	PF05691;	galactinol--sucrose galactosyltransferase (EC 2.4.1.82)
B8BRM8	THAPSDRAFT_261072	IPR003593;IPR050168;IPR003959;IPR003960;IPR027417;	PF00004;	Peroxisome biosynthesis protein
B8BRM9	THAPSDRAFT_1684	IPR003280;IPR011992;IPR018247;IPR013099;	PF07885;	Potassium channel domain-containing protein
B8BRN0	THAPSDRAFT_1685			Uncharacterized protein
B8BRN1	THAPSDRAFT_1687			Uncharacterized protein
B8BRN2	THAPSDRAFT_20950	IPR000073;IPR029058;IPR007130;	PF12697;PF03982;	AB hydrolase-1 domain-containing protein
B8BRN3	THAPSDRAFT_20951	IPR011989;IPR016024;IPR000225;		Uncharacterized protein
B8BRN4	THAPSDRAFT_20952	IPR010920;IPR023408;IPR006685;	PF00924;	Mechanosensitive ion channel MscS domain-containing protein
B8BRN5	THAPSDRAFT_31372	IPR039309;IPR004324;IPR036259;	PF03092;	Folate/biopterin transporter
B8BRN6	THAPSDRAFT_1692			Uncharacterized protein
B8BRN7	THAPSDRAFT_1693	IPR039136;IPR019496;	PF10453;	FMR1-interacting protein 1 conserved domain-containing protein
B8BRN9	THAPSDRAFT_20954	IPR005172;IPR028307;IPR033467;	PF03638;	CRC domain-containing protein
B8BRP0	THAPSDRAFT_1696	IPR001202;IPR036020;	PF00397;	WW domain-containing protein
B8BRP2	THAPSDRAFT_20955	IPR011990;IPR001202;IPR036020;	PF00397;	WW domain-containing protein
B8BRP4	THAPSDRAFT_31358	IPR011990;IPR019734;	PF13424;PF13432;PF13174;PF13181;	Intraflagellar transport protein
B8BRP5	THAPSDRAFT_1701			Uncharacterized protein
B8BRP9	THAPSDRAFT_20959	IPR009057;IPR017930;IPR001005;IPR017884;	PF00249;	Uncharacterized protein
B8BRQ0	THAPSDRAFT_1706			Uncharacterized protein
B8BRQ1	THAPSDRAFT_20960			Uncharacterized protein
B8BRQ2	THAPSDRAFT_39225	IPR005024;	PF03357;	Uncharacterized protein
B8BRQ3	THAPSDRAFT_20962	IPR056866;	PF24906;	WRKY19-like zinc finger domain-containing protein
B8BRQ4	THAPSDRAFT_20963	IPR007378;		Uncharacterized protein
B8BRQ5	THAPSDRAFT_1711	IPR001251;IPR036865;IPR036273;IPR051064;	PF00650;	CRAL-TRIO domain-containing protein
B8BRQ6	THAPSDRAFT_20964	IPR029063;		Methyltransferase domain-containing protein
B8BRQ7	THAPSDRAFT_1713			Uncharacterized protein
B8BRQ8	THAPSDRAFT_20965			Uncharacterized protein
B8BRQ9	THAPSDRAFT_20966	IPR008979;IPR013857;IPR039131;	PF08547;	NADH:ubiquinone oxidoreductase intermediate-associated protein 30 domain-containing protein
B8BRR1	THAPSDRAFT_1716			CCHC-type domain-containing protein
B8BRR2	THAPSDRAFT_14293	IPR002781;	PF01925;	Uncharacterized protein
B8BRR3	THAPSDRAFT_261078	IPR006153;IPR038770;	PF00999;	Na+/H+ exchanger
B8BRR4	THAPSDRAFT_31543	IPR003593;IPR041569;IPR003959;IPR051701;IPR027417;IPR015415;	PF00004;PF17862;PF09336;	AAA+ ATPase domain-containing protein
B8BRR5	THAPSDRAFT_1720			Uncharacterized protein
B8BRR7	THAPSDRAFT_31125	IPR036291;IPR002347;IPR052992;	PF00106;	Uncharacterized protein
B8BRR8	THAPSDRAFT_1724			Uncharacterized protein
B8BRR9	THAPSDRAFT_1725	IPR007213;IPR029063;	PF04072;	Uncharacterized protein
B8BRS0	THAPSDRAFT_1726			Uncharacterized protein
B8BRS1	THAPSDRAFT_1727		PF13692;	Glycosyltransferase
B8BRS3	THAPSDRAFT_20970	IPR003593;IPR003959;IPR027417;	PF00004;	AAA+ ATPase domain-containing protein
B8BRS4	THAPSDRAFT_20971	IPR033599;		Uncharacterized protein
B8BRS5	THAPSDRAFT_20972	IPR056866;	PF24906;	WRKY19-like zinc finger domain-containing protein
B8BRS7	rpoD_1 THAPSDRAFT_261083	IPR014284;IPR000943;IPR007627;IPR007624;IPR007630;IPR013325;IPR013324;IPR050239;IPR036388;	PF04542;PF04539;PF04545;	Plastid RNA polymerase sigma factor
B8BRT0	THAPSDRAFT_261087	IPR005814;IPR049704;IPR015424;IPR015421;	PF00202;	Adenosylmethionine--8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62)
B8BRT1	THAPSDRAFT_20974			Uncharacterized protein
B8BRT4	THAPSDRAFT_1740	IPR036779;IPR001478;IPR041489;IPR036034;	PF17820;	PDZ domain-containing protein
B8BRT5	THAPSDRAFT_1741			Uncharacterized protein
B8BRT6	THAPSDRAFT_20977	IPR015414;IPR032816;	PF09335;	VTT domain-containing protein
