gene_id	protein_id
Sro38_g023790	CAB9498448.1
Sro38_g023800	CAB9498449.1
Sro38_g023810	CAB9498450.1
Sro38_g023820	CAB9498451.1
Sro38_g023830	CAB9498452.1
Sro38_g023840	CAB9498453.1
Sro38_g023850	CAB9498454.1
Sro38_g023860	CAB9498455.1
Sro38_g023870	CAB9498456.1
Sro38_g023880	CAB9498457.1
Sro38_g023890	CAB9498458.1
Sro38_g023900	CAB9498459.1
Sro38_g023901	CAB9498460.1
Sro38_g023910	CAB9498461.1
Sro38_g023911	CAB9498462.1
Sro38_g023920	CAB9498463.1
Sro390_g132730	CAB9509436.1
Sro390_g132740	CAB9509437.1
Sro390_g132750	CAB9509438.1
Sro390_g132760	CAB9509439.1
Sro390_g132770	CAB9509440.1
Sro390_g132780	CAB9509441.1
Sro390_g132790	CAB9509442.1
Sro390_g132800	CAB9509443.1
Sro390_g132810	CAB9509444.1
Sro390_g132820	CAB9509445.1
Sro390_g132830	CAB9509446.1
Sro390_g132831	CAB9509447.1
Sro390_g132840	CAB9509448.1
Sro390_g132850	CAB9509449.1
Sro390_g132860	CAB9509450.1
Sro390_g132870	CAB9509451.1
Sro390_g132880	CAB9509452.1
Sro390_g132890	CAB9509453.1
Sro390_g132900	CAB9509454.1
Sro390_g132910	CAB9509455.1
Sro390_g132920	CAB9509456.1
Sro390_g132930	CAB9509457.1
Sro390_g132940	CAB9509458.1
Sro390_g132950	CAB9509459.1
Sro390_g132960	CAB9509460.1
Sro390_g132970	CAB9509461.1
Sro390_g132980	CAB9509462.1
Sro390_g132990	CAB9509463.1
Sro390_g133000	CAB9509464.1
Sro390_g133010	CAB9509465.1
Sro391_g133020	CAB9509466.1
Sro391_g133030	CAB9509467.1
Sro391_g133040	CAB9509468.1
Sro391_g133050	CAB9509469.1
Sro391_g133060	CAB9509470.1
Sro391_g133070	CAB9509471.1
Sro391_g133080	CAB9509472.1
Sro391_g133090	CAB9509473.1
Sro391_g133100	CAB9509474.1
Sro391_g133110	CAB9509475.1
Sro391_g133120	CAB9509476.1
Sro391_g133130	CAB9509477.1
Sro391_g133140	CAB9509478.1
Sro391_g133141	CAB9509479.1
Sro391_g133150	CAB9509480.1
Sro391_g133160	CAB9509481.1
Sro391_g133170	CAB9509482.1
Sro391_g133180	CAB9509483.1
Sro391_g133190	CAB9509484.1
Sro391_g133200	CAB9509485.1
Sro391_g133210	CAB9509486.1
Sro391_g133220	CAB9509487.1
Sro391_g133230	CAB9509488.1
Sro391_g133240	CAB9509489.1
Sro392_g133250	CAB9509490.1
Sro392_g133260	CAB9509491.1
Sro392_g133270	CAB9509492.1
Sro392_g133280	CAB9509493.1
Sro392_g133290	CAB9509494.1
Sro392_g133300	CAB9509495.1
Sro392_g133310	CAB9509496.1
Sro392_g133320	CAB9509497.1
Sro392_g133321	CAB9509498.1
Sro392_g133330	CAB9509499.1
Sro392_g133340	CAB9509500.1
Sro392_g133350	CAB9509501.1
Sro392_g133360	CAB9509502.1
Sro392_g133370	CAB9509503.1
Sro392_g133380	CAB9509504.1
Sro392_g133390	CAB9509505.1
Sro392_g133400	CAB9509506.1
Sro392_g133410	CAB9509507.1
Sro392_g133420	CAB9509508.1
Sro392_g133430	CAB9509509.1
Sro392_g133440	CAB9509510.1
Sro392_g133450	CAB9509511.1
Sro392_g133460	CAB9509512.1
Sro393_g133470	CAB9509513.1
Sro393_g133480	CAB9509514.1
Sro393_g133490	CAB9509515.1
Sro393_g133500	CAB9509516.1
Sro393_g133510	CAB9509517.1
Sro393_g133520	CAB9509518.1
Sro393_g133530	CAB9509519.1
Sro393_g133540	CAB9509520.1
Sro393_g133550	CAB9509521.1
Sro393_g133560	CAB9509522.1
Sro393_g133570	CAB9509523.1
Sro393_g133580	CAB9509524.1
Sro393_g133590	CAB9509525.1
Sro393_g133600	CAB9509526.1
Sro393_g133610	CAB9509527.1
Sro393_g133620	CAB9509528.1
Sro393_g133630	CAB9509529.1
Sro393_g133640	CAB9509530.1
Sro393_g133650	CAB9509531.1
Sro393_g133660	CAB9509532.1
Sro393_g133670	CAB9509533.1
Sro393_g133680	CAB9509534.1
Sro393_g133690	CAB9509535.1
Sro393_g133700	CAB9509536.1
Sro393_g133710	CAB9509537.1
Sro393_g133720	CAB9509538.1
Sro393_g133730	CAB9509539.1
Sro394_g133740	CAB9509540.1
Sro394_g133750	CAB9509541.1
Sro394_g133760	CAB9509542.1
Sro394_g133770	CAB9509543.1
Sro394_g133780	CAB9509544.1
Sro394_g133790	CAB9509545.1
Sro394_g133800	CAB9509546.1
Sro394_g133810	CAB9509547.1
Sro394_g133820	CAB9509548.1
Sro394_g133830	CAB9509549.1
Sro394_g133840	CAB9509550.1
Sro394_g133850	CAB9509551.1
Sro394_g133860	CAB9509552.1
Sro394_g133870	CAB9509553.1
Sro394_g133880	CAB9509554.1
Sro394_g133890	CAB9509555.1
Sro394_g133900	CAB9509556.1
Sro394_g133910	CAB9509557.1
Sro394_g133920	CAB9509558.1
Sro394_g133930	CAB9509559.1
Sro394_g133940	CAB9509560.1
Sro394_g133950	CAB9509561.1
Sro394_g133951	CAB9509562.1
Sro395_g133960	CAB9509563.1
Sro395_g133970	CAB9509564.1
Sro395_g133980	CAB9509565.1
Sro395_g133990	CAB9509566.1
Sro395_g134000	CAB9509567.1
Sro395_g134010	CAB9509568.1
Sro395_g134020	CAB9509569.1
Sro395_g134030	CAB9509570.1
Sro395_g134040	CAB9509571.1
Sro395_g134050	CAB9509572.1
Sro395_g134060	CAB9509573.1
Sro395_g134070	CAB9509574.1
Sro395_g134080	CAB9509575.1
Sro395_g134090	CAB9509576.1
Sro395_g134100	CAB9509577.1
Sro395_g134110	CAB9509578.1
Sro395_g134120	CAB9509579.1
Sro395_g134130	CAB9509580.1
Sro395_g134140	CAB9509581.1
Sro395_g134150	CAB9509582.1
Sro395_g134160	CAB9509583.1
Sro395_g134170	CAB9509584.1
Sro395_g134180	CAB9509585.1
Sro395_g134190	CAB9509586.1
Sro396_g134200	CAB9509587.1
Sro396_g134210	CAB9509588.1
Sro396_g134211	CAB9509589.1
Sro396_g134220	CAB9509590.1
Sro396_g134230	CAB9509591.1
Sro396_g134240	CAB9509592.1
Sro396_g134250	CAB9509593.1
Sro396_g134260	CAB9509594.1
Sro396_g134270	CAB9509595.1
Sro396_g134280	CAB9509596.1
Sro396_g134290	CAB9509597.1
Sro396_g134300	CAB9509598.1
Sro396_g134310	CAB9509599.1
Sro396_g134320	CAB9509600.1
Sro396_g134330	CAB9509601.1
Sro396_g134340	CAB9509602.1
Sro396_g134350	CAB9509603.1
Sro396_g134360	CAB9509604.1
Sro396_g134370	CAB9509605.1
Sro396_g134380	CAB9509606.1
Sro397_g134390	CAB9509607.1
Sro397_g134400	CAB9509608.1
Sro397_g134410	CAB9509609.1
Sro397_g134420	CAB9509610.1
Sro397_g134430	CAB9509611.1
Sro397_g134440	CAB9509612.1
Sro397_g134450	CAB9509613.1
Sro397_g134460	CAB9509614.1
Sro397_g134470	CAB9509615.1
Sro397_g134480	CAB9509616.1
Sro397_g134490	CAB9509617.1
Sro397_g134500	CAB9509618.1
Sro397_g134510	CAB9509619.1
Sro397_g134520	CAB9509620.1
Sro397_g134530	CAB9509621.1
Sro397_g134540	CAB9509622.1
Sro397_g134550	CAB9509623.1
Sro397_g134560	CAB9509624.1
Sro397_g134570	CAB9509625.1
Sro398_g134580	CAB9509626.1
Sro398_g134590	CAB9509627.1
Sro398_g134600	CAB9509628.1
Sro398_g134610	CAB9509629.1
Sro398_g134611	CAB9509630.1
Sro398_g134620	CAB9509631.1
Sro398_g134630	CAB9509632.1
Sro398_g134640	CAB9509633.1
Sro398_g134650	CAB9509634.1
Sro398_g134660	CAB9509635.1
Sro398_g134670	CAB9509636.1
Sro398_g134680	CAB9509637.1
Sro398_g134690	CAB9509638.1
Sro398_g134700	CAB9509639.1
Sro398_g134710	CAB9509640.1
Sro398_g134711	CAB9509641.1
Sro398_g134720	CAB9509642.1
Sro398_g134730	CAB9509643.1
Sro398_g134740	CAB9509644.1
Sro398_g134750	CAB9509645.1
Sro398_g134760	CAB9509646.1
Sro398_g134770	CAB9509647.1
Sro398_g134780	CAB9509648.1
Sro399_g134790	CAB9509649.1
Sro399_g134800	CAB9509650.1
Sro399_g134810	CAB9509651.1
Sro399_g134820	CAB9509652.1
Sro399_g134830	CAB9509653.1
Sro399_g134840	CAB9509654.1
Sro399_g134850	CAB9509655.1
Sro399_g134860	CAB9509656.1
Sro399_g134870	CAB9509657.1
Sro399_g134880	CAB9509658.1
Sro399_g134890	CAB9509659.1
Sro399_g134900	CAB9509660.1
Sro399_g134910	CAB9509661.1
Sro399_g134920	CAB9509662.1
Sro399_g134930	CAB9509663.1
Sro399_g134940	CAB9509664.1
Sro399_g134950	CAB9509665.1
Sro399_g134960	CAB9509666.1
Sro39_g023940	CAB9498464.1
Sro39_g023950	CAB9498465.1
Sro39_g023960	CAB9498466.1
Sro39_g023970	CAB9498467.1
Sro39_g023980	CAB9498468.1
Sro39_g023990	CAB9498469.1
Sro39_g024000	CAB9498470.1
Sro39_g024010	CAB9498471.1
Sro39_g024020	CAB9498472.1
Sro39_g024030	CAB9498473.1
Sro39_g024040	CAB9498474.1
Sro39_g024050	CAB9498475.1
Sro39_g024060	CAB9498476.1
Sro39_g024070	CAB9498477.1
Sro39_g024080	CAB9498478.1
Sro39_g024090	CAB9498479.1
Sro39_g024100	CAB9498480.1
Sro39_g024110	CAB9498481.1
Sro39_g024120	CAB9498482.1
Sro39_g024130	CAB9498483.1
Sro39_g024140	CAB9498484.1
Sro39_g024150	CAB9498485.1
Sro39_g024160	CAB9498486.1
Sro39_g024170	CAB9498487.1
Sro39_g024180	CAB9498488.1
Sro39_g024190	CAB9498489.1
Sro39_g024200	CAB9498490.1
Sro39_g024210	CAB9498491.1
Sro39_g024211	CAB9498492.1
Sro39_g024220	CAB9498493.1
Sro39_g024230	CAB9498494.1
Sro39_g024240	CAB9498495.1
Sro39_g024250	CAB9498496.1
Sro39_g024260	CAB9498497.1
Sro39_g024270	CAB9498498.1
Sro39_g024280	CAB9498499.1
Sro39_g024290	CAB9498500.1
Sro39_g024300	CAB9498501.1
Sro39_g024310	CAB9498502.1
Sro39_g024320	CAB9498503.1
Sro39_g024330	CAB9498504.1
Sro39_g024340	CAB9498505.1
Sro39_g024350	CAB9498506.1
Sro39_g024360	CAB9498507.1
Sro39_g024370	CAB9498508.1
Sro39_g024380	CAB9498509.1
Sro39_g024390	CAB9498510.1
Sro39_g024400	CAB9498511.1
Sro3_g001960	CAB9496220.1
Sro3_g001961	CAB9496221.1
Sro3_g001970	CAB9496222.1
Sro3_g001980	CAB9496223.1
Sro3_g001990	CAB9496224.1
Sro3_g002000	CAB9496225.1
Sro3_g002010	CAB9496226.1
Sro3_g002020	CAB9496227.1
Sro3_g002030	CAB9496228.1
Sro3_g002040	CAB9496229.1
Sro3_g002050	CAB9496230.1
Sro3_g002060	CAB9496231.1
Sro3_g002070	CAB9496232.1
Sro3_g002080	CAB9496233.1
Sro3_g002090	CAB9496234.1
Sro3_g002100	CAB9496235.1
Sro3_g002110	CAB9496236.1
Sro3_g002120	CAB9496237.1
Sro3_g002130	CAB9496238.1
Sro3_g002140	CAB9496239.1
Sro3_g002150	CAB9496240.1
Sro3_g002160	CAB9496241.1
Sro3_g002170	CAB9496242.1
Sro3_g002180	CAB9496243.1
Sro3_g002190	CAB9496244.1
Sro3_g002200	CAB9496245.1
Sro3_g002210	CAB9496246.1
Sro3_g002220	CAB9496247.1
Sro3_g002230	CAB9496248.1
Sro3_g002240	CAB9496249.1
Sro3_g002250	CAB9496250.1
Sro3_g002260	CAB9496251.1
Sro3_g002270	CAB9496252.1
Sro3_g002280	CAB9496253.1
Sro3_g002290	CAB9496254.1
Sro3_g002300	CAB9496255.1
Sro3_g002310	CAB9496256.1
Sro3_g002320	CAB9496257.1
Sro3_g002330	CAB9496258.1
Sro3_g002340	CAB9496259.1
Sro3_g002350	CAB9496260.1
Sro3_g002360	CAB9496261.1
Sro3_g002370	CAB9496262.1
Sro3_g002380	CAB9496263.1
Sro3_g002390	CAB9496264.1
Sro3_g002400	CAB9496265.1
Sro3_g002410	CAB9496266.1
Sro3_g002420	CAB9496267.1
Sro3_g002430	CAB9496268.1
Sro3_g002440	CAB9496269.1
Sro3_g002450	CAB9496270.1
Sro3_g002460	CAB9496271.1
Sro3_g002470	CAB9496272.1
Sro3_g002480	CAB9496273.1
Sro3_g002490	CAB9496274.1
Sro3_g002500	CAB9496275.1
Sro3_g002510	CAB9496276.1
Sro3_g002520	CAB9496277.1
Sro3_g002530	CAB9496278.1
Sro3_g002540	CAB9496279.1
Sro3_g002550	CAB9496280.1
Sro3_g002560	CAB9496281.1
Sro3_g002570	CAB9496282.1
Sro3_g002580	CAB9496283.1
Sro3_g002590	CAB9496284.1
Sro3_g002600	CAB9496285.1
Sro3_g002610	CAB9496286.1
Sro3_g002630	CAB9496287.1
Sro3_g002640	CAB9496288.1
Sro3_g002650	CAB9496289.1
Sro3_g002660	CAB9496290.1
Sro3_g002670	CAB9496291.1
Sro3_g002680	CAB9496292.1
Sro3_g002690	CAB9496293.1
Sro3_g002700	CAB9496294.1
Sro3_g002710	CAB9496295.1
Sro3_g002720	CAB9496296.1
Sro3_g002730	CAB9496297.1
Sro3_g002740	CAB9496298.1
Sro3_g002750	CAB9496299.1
Sro3_g002760	CAB9496300.1
Sro3_g002770	CAB9496301.1
Sro3_g002780	CAB9496302.1
Sro3_g002790	CAB9496303.1
Sro3_g002800	CAB9496304.1
Sro3_g002810	CAB9496305.1
Sro3_g002820	CAB9496306.1
Sro3_g002830	CAB9496307.1
Sro3_g002840	CAB9496308.1
Sro3_g002850	CAB9496309.1
Sro3_g002860	CAB9496310.1
Sro3_g002870	CAB9496311.1
Sro3_g002880	CAB9496312.1
Sro3_g002890	CAB9496313.1
Sro3_g002900	CAB9496314.1
Sro3_g002910	CAB9496315.1
Sro400_g134970	CAB9509667.1
Sro400_g134980	CAB9509668.1
Sro400_g134990	CAB9509669.1
Sro400_g135000	CAB9509670.1
Sro400_g135010	CAB9509671.1
Sro400_g135020	CAB9509672.1
Sro400_g135030	CAB9509673.1
Sro400_g135040	CAB9509674.1
Sro400_g135050	CAB9509675.1
Sro400_g135060	CAB9509676.1
Sro400_g135070	CAB9509677.1
Sro400_g135080	CAB9509678.1
Sro400_g135090	CAB9509679.1
Sro400_g135100	CAB9509680.1
Sro400_g135110	CAB9509681.1
Sro400_g135120	CAB9509682.1
Sro400_g135130	CAB9509683.1
Sro400_g135140	CAB9509684.1
Sro400_g135150	CAB9509685.1
Sro400_g135160	CAB9509686.1
Sro400_g135170	CAB9509687.1
Sro400_g135180	CAB9509688.1
Sro400_g135190	CAB9509689.1
Sro400_g135200	CAB9509690.1
Sro400_g135210	CAB9509691.1
Sro400_g135220	CAB9509692.1
Sro400_g135230	CAB9509693.1
Sro401_g135240	CAB9509694.1
Sro401_g135250	CAB9509695.1
Sro401_g135260	CAB9509696.1
Sro401_g135261	CAB9509697.1
Sro401_g135270	CAB9509698.1
Sro401_g135280	CAB9509699.1
Sro401_g135290	CAB9509700.1
Sro401_g135300	CAB9509701.1
Sro401_g135310	CAB9509702.1
Sro401_g135320	CAB9509703.1
Sro401_g135330	CAB9509704.1
Sro401_g135340	CAB9509705.1
Sro401_g135350	CAB9509706.1
Sro401_g135360	CAB9509707.1
Sro401_g135370	CAB9509708.1
Sro402_g135380	CAB9509709.1
Sro402_g135390	CAB9509710.1
Sro402_g135400	CAB9509711.1
Sro402_g135410	CAB9509712.1
Sro402_g135420	CAB9509713.1
Sro402_g135430	CAB9509714.1
Sro402_g135440	CAB9509715.1
Sro402_g135450	CAB9509716.1
Sro402_g135460	CAB9509717.1
Sro402_g135470	CAB9509718.1
Sro402_g135480	CAB9509719.1
Sro402_g135490	CAB9509720.1
Sro402_g135500	CAB9509721.1
Sro402_g135510	CAB9509722.1
Sro402_g135520	CAB9509723.1
Sro402_g135530	CAB9509724.1
Sro402_g135540	CAB9509725.1
Sro403_g135550	CAB9509726.1
Sro403_g135560	CAB9509727.1
Sro403_g135570	CAB9509728.1
Sro403_g135580	CAB9509729.1
Sro403_g135590	CAB9509730.1
Sro403_g135600	CAB9509731.1
Sro403_g135610	CAB9509732.1
Sro403_g135620	CAB9509733.1
Sro403_g135630	CAB9509734.1
Sro403_g135640	CAB9509735.1
Sro403_g135650	CAB9509736.1
Sro403_g135660	CAB9509737.1
Sro403_g135670	CAB9509738.1
Sro403_g135680	CAB9509739.1
Sro403_g135690	CAB9509740.1
Sro403_g135700	CAB9509741.1
Sro403_g135710	CAB9509742.1
Sro403_g135720	CAB9509743.1
Sro403_g135730	CAB9509744.1
Sro403_g135740	CAB9509745.1
Sro403_g135750	CAB9509746.1
Sro403_g135760	CAB9509747.1
Sro403_g135770	CAB9509748.1
Sro403_g135780	CAB9509749.1
Sro403_g135790	CAB9509750.1
Sro404_g135800	CAB9509751.1
Sro404_g135810	CAB9509752.1
Sro404_g135820	CAB9509753.1
Sro404_g135830	CAB9509754.1
Sro404_g135840	CAB9509755.1
Sro404_g135850	CAB9509756.1
Sro404_g135860	CAB9509757.1
Sro404_g135870	CAB9509758.1
Sro404_g135880	CAB9509759.1
Sro404_g135890	CAB9509760.1
Sro404_g135900	CAB9509761.1
Sro404_g135910	CAB9509762.1
Sro404_g135920	CAB9509763.1
Sro404_g135930	CAB9509764.1
Sro404_g135940	CAB9509765.1
Sro404_g135950	CAB9509766.1
Sro404_g135960	CAB9509767.1
Sro404_g135970	CAB9509768.1
Sro404_g135980	CAB9509769.1
Sro404_g135990	CAB9509770.1
Sro404_g136000	CAB9509771.1
Sro404_g136010	CAB9509772.1
Sro405_g136020	CAB9509773.1
Sro405_g136030	CAB9509774.1
Sro405_g136040	CAB9509775.1
Sro405_g136050	CAB9509776.1
Sro405_g136060	CAB9509777.1
Sro405_g136070	CAB9509778.1
Sro405_g136080	CAB9509779.1
Sro405_g136090	CAB9509780.1
Sro405_g136100	CAB9509781.1
Sro405_g136110	CAB9509782.1
Sro405_g136120	CAB9509783.1
Sro405_g136130	CAB9509784.1
Sro405_g136140	CAB9509785.1
Sro405_g136150	CAB9509786.1
Sro405_g136160	CAB9509787.1
Sro405_g136170	CAB9509788.1
Sro405_g136180	CAB9509789.1
Sro405_g136190	CAB9509790.1
Sro405_g136200	CAB9509791.1
Sro405_g136210	CAB9509792.1
Sro405_g136220	CAB9509793.1
Sro405_g136230	CAB9509794.1
Sro405_g136240	CAB9509795.1
Sro405_g136250	CAB9509796.1
Sro405_g136260	CAB9509797.1
Sro405_g136270	CAB9509798.1
Sro405_g136280	CAB9509799.1
Sro405_g136281	CAB9509800.1
Sro405_g136290	CAB9509801.1
Sro405_g136300	CAB9509802.1
Sro406_g136310	CAB9509803.1
Sro406_g136320	CAB9509804.1
Sro406_g136340	CAB9509805.1
Sro406_g136350	CAB9509806.1
Sro406_g136360	CAB9509807.1
Sro406_g136370	CAB9509808.1
Sro406_g136371	CAB9509809.1
Sro406_g136380	CAB9509810.1
Sro406_g136390	CAB9509811.1
Sro406_g136400	CAB9509812.1
Sro406_g136410	CAB9509813.1
Sro406_g136420	CAB9509814.1
Sro406_g136430	CAB9509815.1
Sro406_g136440	CAB9509816.1
Sro406_g136450	CAB9509817.1
Sro406_g136460	CAB9509818.1
Sro406_g136470	CAB9509819.1
Sro406_g136480	CAB9509820.1
Sro406_g136490	CAB9509821.1
Sro407_g136500	CAB9509822.1
Sro407_g136510	CAB9509823.1
Sro407_g136520	CAB9509824.1
Sro407_g136530	CAB9509825.1
Sro407_g136540	CAB9509826.1
Sro407_g136550	CAB9509827.1
Sro407_g136560	CAB9509828.1
Sro407_g136570	CAB9509829.1
Sro407_g136580	CAB9509830.1
Sro407_g136590	CAB9509831.1
Sro407_g136600	CAB9509832.1
Sro407_g136610	CAB9509833.1
Sro407_g136620	CAB9509834.1
Sro407_g136630	CAB9509835.1
Sro407_g136640	CAB9509836.1
Sro407_g136650	CAB9509837.1
Sro407_g136660	CAB9509838.1
Sro407_g136670	CAB9509839.1
Sro407_g136680	CAB9509840.1
Sro407_g136690	CAB9509841.1
Sro407_g136691	CAB9509842.1
Sro407_g136700	CAB9509843.1
Sro407_g136730	CAB9509844.1
Sro407_g136740	CAB9509845.1
Sro407_g136750	CAB9509846.1
Sro407_g136760	CAB9509847.1
Sro407_g136770	CAB9509848.1
Sro407_g136780	CAB9509849.1
Sro407_g136781	CAB9509850.1
Sro408_g136790	CAB9509851.1
Sro408_g136800	CAB9509852.1
Sro408_g136810	CAB9509853.1
Sro408_g136820	CAB9509854.1
Sro408_g136830	CAB9509855.1
Sro408_g136840	CAB9509856.1
Sro408_g136850	CAB9509857.1
Sro408_g136860	CAB9509858.1
Sro408_g136870	CAB9509859.1
Sro408_g136880	CAB9509860.1
Sro408_g136890	CAB9509861.1
Sro408_g136900	CAB9509862.1
Sro408_g136910	CAB9509863.1
Sro408_g136920	CAB9509864.1
Sro408_g136930	CAB9509865.1
Sro408_g136940	CAB9509866.1
Sro408_g136950	CAB9509867.1
Sro408_g136960	CAB9509868.1
Sro408_g136970	CAB9509869.1
Sro408_g136980	CAB9509870.1
Sro408_g136990	CAB9509871.1
Sro408_g137000	CAB9509872.1
Sro408_g137010	CAB9509873.1
Sro408_g137020	CAB9509874.1
Sro408_g137030	CAB9509875.1
Sro408_g137040	CAB9509876.1
Sro408_g137050	CAB9509877.1
Sro408_g137060	CAB9509878.1
Sro408_g137070	CAB9509879.1
Sro408_g137080	CAB9509880.1
Sro408_g137090	CAB9509881.1
Sro409_g137100	CAB9509882.1
Sro409_g137110	CAB9509883.1
Sro409_g137120	CAB9509884.1
Sro409_g137130	CAB9509885.1
Sro409_g137140	CAB9509886.1
Sro409_g137150	CAB9509887.1
Sro409_g137160	CAB9509888.1
Sro409_g137170	CAB9509889.1
Sro409_g137180	CAB9509890.1
Sro409_g137190	CAB9509891.1
Sro409_g137200	CAB9509892.1
Sro409_g137210	CAB9509893.1
Sro409_g137220	CAB9509894.1
Sro409_g137230	CAB9509895.1
Sro409_g137240	CAB9509896.1
Sro409_g137250	CAB9509897.1
Sro409_g137260	CAB9509898.1
Sro409_g137270	CAB9509900.1
Sro409_g137280	CAB9509899.1
Sro40_g024410	CAB9498512.1
Sro40_g024420	CAB9498513.1
Sro40_g024430	CAB9498514.1
Sro40_g024440	CAB9498515.1
Sro40_g024450	CAB9498516.1
Sro40_g024460	CAB9498517.1
Sro40_g024470	CAB9498518.1
Sro40_g024480	CAB9498519.1
Sro40_g024490	CAB9498520.1
Sro40_g024500	CAB9498521.1
Sro40_g024510	CAB9498522.1
Sro40_g024520	CAB9498523.1
Sro40_g024530	CAB9498524.1
Sro40_g024540	CAB9498525.1
Sro40_g024550	CAB9498526.1
Sro40_g024560	CAB9498527.1
Sro40_g024570	CAB9498528.1
Sro40_g024580	CAB9498529.1
Sro40_g024590	CAB9498530.1
Sro40_g024600	CAB9498531.1
Sro40_g024610	CAB9498532.1
Sro40_g024620	CAB9498533.1
Sro40_g024630	CAB9498534.1
Sro40_g024640	CAB9498535.1
Sro40_g024650	CAB9498536.1
Sro40_g024660	CAB9498537.1
Sro40_g024670	CAB9498538.1
Sro40_g024680	CAB9498539.1
Sro40_g024690	CAB9498540.1
Sro40_g024700	CAB9498541.1
Sro40_g024710	CAB9498542.1
Sro40_g024720	CAB9498543.1
Sro40_g024730	CAB9498544.1
Sro40_g024740	CAB9498545.1
Sro40_g024750	CAB9498546.1
Sro40_g024760	CAB9498547.1
Sro40_g024770	CAB9498548.1
Sro40_g024780	CAB9498549.1
Sro40_g024790	CAB9498550.1
Sro40_g024800	CAB9498551.1
Sro40_g024810	CAB9498552.1
Sro40_g024820	CAB9498553.1
Sro40_g024830	CAB9498554.1
Sro40_g024840	CAB9498555.1
Sro40_g024850	CAB9498556.1
Sro40_g024860	CAB9498557.1
Sro40_g024870	CAB9498558.1
Sro40_g024880	CAB9498559.1
Sro40_g024890	CAB9498560.1
Sro40_g024900	CAB9498561.1
Sro40_g024910	CAB9498562.1
Sro40_g024920	CAB9498563.1
Sro40_g024930	CAB9498564.1
Sro40_g024940	CAB9498565.1
Sro40_g024950	CAB9498566.1
Sro40_g024960	CAB9498567.1
Sro40_g024970	CAB9498568.1
Sro40_g024980	CAB9498569.1
Sro40_g024990	CAB9498570.1
Sro410_g137290	CAB9509901.1
Sro410_g137300	CAB9509902.1
Sro410_g137310	CAB9509903.1
Sro410_g137320	CAB9509904.1
Sro410_g137330	CAB9509905.1
Sro410_g137340	CAB9509906.1
Sro410_g137350	CAB9509907.1
Sro410_g137360	CAB9509908.1
Sro410_g137370	CAB9509909.1
Sro410_g137380	CAB9509910.1
Sro410_g137390	CAB9509911.1
Sro410_g137400	CAB9509912.1
Sro410_g137410	CAB9509913.1
Sro410_g137420	CAB9509914.1
Sro410_g137430	CAB9509915.1
Sro410_g137440	CAB9509916.1
Sro410_g137450	CAB9509917.1
Sro410_g137460	CAB9509918.1
Sro410_g137470	CAB9509919.1
Sro410_g137480	CAB9509920.1
Sro410_g137490	CAB9509921.1
Sro410_g137500	CAB9509922.1
Sro410_g137510	CAB9509923.1
Sro411_g137520	CAB9509924.1
Sro411_g137540	CAB9509925.1
Sro411_g137550	CAB9509926.1
Sro411_g137560	CAB9509927.1
Sro411_g137570	CAB9509928.1
Sro411_g137590	CAB9509929.1
Sro411_g137600	CAB9509930.1
Sro411_g137610	CAB9509931.1
Sro411_g137620	CAB9509932.1
Sro411_g137630	CAB9509933.1
Sro411_g137640	CAB9509934.1
Sro411_g137650	CAB9509935.1
Sro411_g137660	CAB9509936.1
Sro411_g137670	CAB9509937.1
Sro411_g137680	CAB9509938.1
Sro411_g137690	CAB9509939.1
Sro411_g137700	CAB9509940.1
Sro411_g137710	CAB9509941.1
Sro411_g137720	CAB9509942.1
Sro411_g137730	CAB9509943.1
Sro411_g137740	CAB9509944.1
Sro411_g137750	CAB9509945.1
Sro412_g137760	CAB9509946.1
Sro412_g137770	CAB9509947.1
Sro412_g137780	CAB9509948.1
Sro412_g137790	CAB9509949.1
Sro412_g137800	CAB9509950.1
Sro412_g137810	CAB9509951.1
Sro412_g137820	CAB9509952.1
Sro412_g137830	CAB9509953.1
Sro412_g137840	CAB9509954.1
Sro412_g137850	CAB9509955.1
Sro412_g137860	CAB9509956.1
Sro412_g137870	CAB9509957.1
Sro412_g137880	CAB9509959.1
Sro412_g137881	CAB9509958.1
Sro412_g137890	CAB9509960.1
Sro412_g137900	CAB9509961.1
Sro412_g137910	CAB9509962.1
Sro412_g137920	CAB9509963.1
Sro412_g137930	CAB9509964.1
Sro412_g137940	CAB9509965.1
Sro412_g137950	CAB9509966.1
Sro412_g137960	CAB9509967.1
Sro412_g137970	CAB9509968.1
Sro412_g137980	CAB9509969.1
Sro412_g137990	CAB9509970.1
Sro412_g138000	CAB9509971.1
Sro413_g138010	CAB9509972.1
Sro413_g138020	CAB9509973.1
Sro413_g138030	CAB9509974.1
Sro413_g138040	CAB9509975.1
Sro413_g138050	CAB9509976.1
Sro413_g138060	CAB9509977.1
Sro413_g138070	CAB9509978.1
Sro413_g138080	CAB9509979.1
Sro413_g138090	CAB9509980.1
Sro413_g138100	CAB9509981.1
Sro413_g138110	CAB9509982.1
Sro413_g138120	CAB9509983.1
Sro413_g138130	CAB9509984.1
Sro413_g138140	CAB9509985.1
Sro413_g138150	CAB9509986.1
Sro413_g138160	CAB9509987.1
Sro413_g138170	CAB9509988.1
Sro413_g138180	CAB9509989.1
Sro414_g138190	CAB9509990.1
Sro414_g138200	CAB9509991.1
Sro414_g138210	CAB9509992.1
Sro414_g138220	CAB9509993.1
